대분류코드,사업자등록번호,순번,특허명칭,IPC코드내용,출원인명,출원번호,특허명,출원날짜,CPC번호,인용수,피인용수,발명자수,청구항수
C,5518100829,1,,,,1020200046854,협력 단말을 이용한 단말간 무선측위 레인징 방법 및 시스템,20200417.0,G01S5/02,0.0,0.0,3.0,14.0
G,5628700830,1,,,,1020150081250,광학엔진장치 및 합성 및 균일화 프리즘,20150609.0,G02B27/0916,3.0,0.0,4.0,5.0
F,1258100842,1,,,,1019960040816,레일용 절연패드,19960919.0,E01B9/683,0.0,0.0,1.0,6.0
J,1018100845,1,,,,1020040102760,독자의 인터넷 기사 원고료 지원장치 및 그 방법,20041208.0,G06Q50/22,0.0,0.0,1.0,2.0
C,1278100866,1,,,,1020100063533,기능성 식품용 활성 성분을 함유하는 펠렛의 제조 방법,20100701.0,A23L33/00,0.0,0.0,2.0,5.0
M,3798600867,1,,,,1020190117253,헤테로아릴아미도피리딘올 유도체 및 이를 유효성분으로 포함하는 자가면역질환의 예방 또는 치료용 약학적 조성물,20190924.0,C07D401/12,2.0,0.0,3.0,11.0
J,6328100869,1,,,,1020170166871,이미지 분석 및 전 성분 분석을 이용한 화장품 추천방법,20171206.0,G06Q30/0271,0.0,0.0,1.0,3.0
J,6868700872,1,,,,1020190061523,피어 집합을 활용한 p2p 네트워크 성능 향상 방법,20190524.0,H04L67/1078,0.0,0.0,1.0,5.0
J,1168100882,1,,,,2020060004879,오존발생기,20060222.0,C01B13/10,0.0,0.0,1.0,5.0
J,2208600887,1,,,,1020100103178,스토리 텔링 방식의 독서지도 시스템 및 그 독서지도방법,20101021.0,G06Q50/2057,0.0,0.0,2.0,10.0
F,1208100892,1,,,,1020060020527,전기분해 및 생물학적 처리공법을 병합한 고농도 질소함유 폐수처리방법,20060303.0,C02F1/46109,2.0,0.0,4.0,3.0
C,1238600895,1,,,,1020180091220,하이브리드 무선 주파수 필터링 장치,20180806.0,H01P1/2084,1.0,0.0,1.0,5.0
J,1078100899,1,,,,1020070130683,상거래 시 소액 잔돈 적립 및 활용에 관한 방법,20071214.0,G06Q20/06,0.0,0.0,1.0,3.0
F,1238600907,1,,,,2020030013850,힌지장치,20030502.0,H04M1/0216,0.0,0.0,1.0,4.0
J,1238600923,1,,,,1020000060095,인터넷 음악 실시간 재생 및 저장용 오디오 단말장치,20001012.0,G11B20/10,0.0,1.0,1.0,12.0
F,1178100945,1,,,,1020120049356,함체의 케이블 고정장치,20120509.0,H02G3/105,2.0,0.0,2.0,4.0
J,8468800950,1,,,,1020200011918,가상현실을 이용한 이미지입력시스템 및 이를 이용한 이미지데이터 생성방법,20200131.0,G06T19/003,0.0,0.0,1.0,7.0
J,2068600956,1,,,,1020190070304,다중 센서 및 딥러닝을 이용한 유아용 자동차 장애물 인식 및 회피 방법,20190613.0,G05D1/0214,0.0,0.0,1.0,7.0
F,1258600961,1,,,,1020000032501,의류 장식부재 합지용 접착테이프,20000613.0,C09J7/245,0.0,0.0,1.0,3.0
J,4108600976,1,,,,1020070034471,지로 자동처리기용 지로용지 자동수납장치,20070408.0,B65H29/14,0.0,0.0,1.0,8.0
F,5828100978,1,,,,1020160000990,무동력 회전파쇄구가 장착된 연약지반 개량용 심층혼합처리장치 및 방법,20160105.0,E02D3/12,0.0,0.0,2.0,2.0
J,3148600985,1,,,,1020170169559,문항 뱅크 및 학습자 수준별 학습 운용을 위한 순차적 확률비 검증법을 이용한 학습관리 시스템,20171211.0,G06Q50/205,2.0,0.0,4.0,7.0
J,1198600989,1,,,,1020150142576,스폰서 애플리케이션 관리 방법,20151013.0,H04M1/72522,0.0,0.0,3.0,11.0
F,8058600997,1,,,,1020210024596,영상 융합형 비상문 통합 안전 관리 시스템,20210224.0,E05F15/72,0.0,0.0,3.0,8.0
F,1138601008,1,,,,1020150122768,탄산수 정수기용 혼합탱크,20150831.0,B01F3/04,4.0,0.0,1.0,4.0
J,1468601011,1,,,,1020210040120,텍스트 처리를 이용한 신규 보험 상품 생성 시스템 및 방법,20210329.0,G06Q40/08,1.0,0.0,1.0,10.0
F,4088601014,1,,,,1020170182457,회전식 차량용 의자,20171228.0,B60N2/14,0.0,0.0,2.0,10.0
F,1118101024,1,,,,1020110095191,재활용 폴리유산을 포함하는 수지 조성물 및 이를 이용한 토목보강용 생분해성 섬유의 제조방법,20110921.0,C08L67/04,1.0,0.0,4.0,3.0
J,3438601037,1,,,,1020200129088,아두이노의 코딩 교육 시스템,20201007.0,G09B19/0053,0.0,0.0,1.0,9.0
F,4168101042,1,,,,1020170182457,회전식 차량용 의자,20171228.0,B60N2/14,0.0,0.0,2.0,10.0
F,8688801046,1,,,,1020170182457,회전식 차량용 의자,20171228.0,B60N2/14,0.0,0.0,2.0,10.0
J,4788601053,1,,,,1020210060978,Imu의 자가 캘리브레이션 방법 및 이를 적용한 imu,20210511.0,G01C21/188,0.0,0.0,1.0,7.0
F,4028101058,1,,,,1020210110665,진출입로 차단장치,20210823.0,E01F13/04,2.0,0.0,1.0,4.0
C,1198601062,1,,,,1020110041267,홈 네트워크에서의 전원 송수신 회로장치,20110502.0,H04L12/10,0.0,0.0,1.0,17.0
F,1268101064,1,,,,1019870014912,고주파유도가열장치,19871224.0,H05B6/68,0.0,0.0,1.0,1.0
F,1078101067,1,,,,1020020039050,전기저항용접된 철망의 제조방법,20020705.0,B21F27/10,0.0,0.0,1.0,4.0
C,1348701081,1,,,,1020140039986,색조화장용 스프레이장치,20140403.0,A45D34/04,3.0,0.0,1.0,4.0
C,1200401085,1,,,,1020020050773, 인터넷서비스의 동축케이블망 장애 추정 방법,20020827.0,H04L41/0695,0.0,0.0,3.0,6.0
J,8118601092,1,,,,1020190042005,"유해 미세 입자 분석을 통한 오염 물질 제거 서비스 및 유해 미세 입자 분석 결과에 기반한 장소 추천 서비스 제공 방법, 장치 및 컴퓨터판독가능 기록매체",20190410.0,G06Q50/10,0.0,0.0,1.0,11.0
S,1058601101,1,,,,1020190157503,꽃염관,20191129.0,A61G17/04,1.0,0.0,1.0,5.0
J,1228601103,1,,,,1020150065295,무인 비전 검사시스템 및 이를 이용한 무인 비전 검사방법,20150511.0,G01J5/0096,0.0,0.0,1.0,12.0
J,2018601105,1,,,,2020040012754,평판표시소자용 배기관 및 배기관 제조용 공구,20040507.0,H01J7/22,0.0,0.0,2.0,6.0
J,1078601109,1,,,,1020000041163,에프엠 신호를 이용한 휴대폰의 핸드 프리 장치,20000718.0,H04M1/6091,0.0,0.0,1.0,4.0
J,1138101115,1,,,,1020100036275,기업 정보 관리를 위한 가상 컨텐츠 공급 장치 및 방법,20100420.0,G06Q50/10,0.0,0.0,3.0,15.0
J,3128701120,1,,,,1020200093026,소비량 예측을 통한 주문 필요 식자재의 맞춤형 스마트 주문 서비스 제공 방법,20200727.0,G06Q50/12,0.0,0.0,1.0,8.0
J,2208601142,1,,,,1020070033739,블로그를 이용한 자동판매기 온라인 관리 시스템,20070405.0,G06F17/606,0.0,0.0,1.0,8.0
F,8438601147,1,,,,1020110035363,콘크리트 구조물 보강용 모르타르,20110415.0,C04B16/0675,1.0,1.0,2.0,1.0
F,1248101166,1,,,,1020090010138,무접착 조립식 바닥장식용 프린티드 타일,20090209.0,A01G17/10,0.0,0.0,2.0,4.0
J,4518801169,1,,,,1020000053202,개인 캐릭터 생성서비스방법,20000907.0,,0.0,0.0,2.0,3.0
F,6052001177,1,,,,1020110095191,재활용 폴리유산을 포함하는 수지 조성물 및 이를 이용한 토목보강용 생분해성 섬유의 제조방법,20110921.0,C08L67/04,1.0,0.0,4.0,3.0
F,6198101178,1,,,,1020020029013,가축용 자화수 급수장치,20020524.0,E02B13/00,0.0,4.0,1.0,2.0
J,3778801183,1,,,,1020120085603,출입 통제 시스템 및 방법,20120806.0,G08B13/22,0.0,1.0,1.0,11.0
J,4558801185,1,,,,1020210099765,"금속 화합물 개질 방법 및 개질된 금속 화합물을 포함하는 사용 후 핵연료 운반, 저장용기내 중성자 차폐용 고분자 화합물",20210729.0,C01F7/021,0.0,0.0,3.0,8.0
J,1078701190,1,,,,1020150099899,발향 장치가 구비된 실감 미디어 콘텐츠 구현 시스템,20150714.0,H04N5/222,1.0,0.0,3.0,5.0
J,7318601194,1,,,,1020110095191,재활용 폴리유산을 포함하는 수지 조성물 및 이를 이용한 토목보강용 생분해성 섬유의 제조방법,20110921.0,C08L67/04,1.0,0.0,4.0,3.0
J,1018101199,1,,,,1020030027497,광고문자메시지 서비스 시스템 및 그 방법,20030430.0,,0.0,0.0,1.0,8.0
F,4178101207,1,,,,1020000058264,컴퓨터 또는 통신단말기를 이용한 티켓 예매 방법과시스템 및 그 방법을 기록한 컴퓨터로 읽을 수 있는 기록매체,20001004.0,G06Q10/02,0.0,0.0,1.0,10.0
F,4108601211,1,,,,1019900002806,요철무늬표면을 pvc필름으로 흡착코팅한 성형품의 제조방법 및 장치,19900305.0,,0.0,0.0,1.0,2.0
J,2068601218,1,,,,1020100079219,모바일기기용 조이패드,20100817.0,G06F3/0202,0.0,1.0,1.0,8.0
F,3128601223,1,,,,1020210088538,자동차 전용도로용 엘이디led 전광판의 휘도 제어장치 및 방법,20210706.0,H05B45/10,1.0,0.0,2.0,3.0
G,6978601228,1,,,,1020170163225,곡면 연마장치,20171130.0,B24B21/004,1.0,0.0,1.0,3.0
J,1208101246,1,,,,1020050061153,특수제작된 무대차량을 이용한 공연 및 케이블방송처리방법,20050707.0,G06Q50/10,0.0,0.0,1.0,2.0
C,2118701271,1,,,,1020080126539,폴더의 각도 감지 기능을 포함하는 이동단말기 및 그 제어방법,20081212.0,H04M1/0243,0.0,0.0,7.0,8.0
G,6808101278,1,,,,1020170017954,태양광 패널 청소 로봇 시스템,20170209.0,H02S40/10,1.0,0.0,1.0,6.0
J,2118601290,1,,,,1020200087913,대변 영상 분석 시스템 및 방법,20200716.0,A61B10/0038,1.0,0.0,2.0,19.0
S,1578801305,1,,,,1020180101123,펫시터용 이중 리드줄,20180828.0,A01K27/002,0.0,0.0,1.0,9.0
C,1228601313,1,,,,1020140194684,충전 및 데이터 케이블,20141231.0,H01R31/06,0.0,0.0,1.0,6.0
F,1278101314,1,,,,1020100044678,소방용 중계기 거치대,20100512.0,H04B10/29,0.0,0.0,3.0,5.0
J,2218601317,1,,,,1020000019661,인터넷의 학습도우미 프로그램을 이용한 학습방법,20000414.0,,0.0,0.0,1.0,6.0
G,6028101326,1,,,,1020090015269,신호 선택 장치,20090224.0,H04R1/04,0.0,0.0,3.0,5.0
J,1068601336,1,,,,1020130048672,애완동물  관리 시스템 및 그 방법,20130430.0,G06Q50/01,0.0,0.0,1.0,6.0
F,8128101350,1,,,,1020170170028,"밴드형 컨트롤러 장치, 이를 포함하는 vr 구현 시스템 및 그 제스처 인식 방법",20171212.0,G06F3/017,1.0,0.0,1.0,15.0
J,8898601364,1,,,,1020170161933,중요 정보의 외부 유출 방지를 위한 클라우드 내 데이터 저장 및 분석 방법 및 프로그램,20171129.0,G06F21/60,2.0,0.0,1.0,7.0
M,1198101365,1,,,,1020140031431,다지점 적설량 측정 장치,20140318.0,G01W1/14,1.0,1.0,1.0,14.0
F,6608601371,1,,,,1020010033290,통신망을 이용한 무인주차관리 시스템,20010613.0,G06Q20/04,0.0,13.0,1.0,10.0
J,8818801372,1,,,,1020190029582,추천 문구 따라 쓰기 시스템,20190315.0,G06Q50/10,1.0,0.0,1.0,1.0
G,1244201375,1,,,,1020020029013,가축용 자화수 급수장치,20020524.0,E02B13/00,0.0,4.0,1.0,2.0
C,2498801378,1,,,,1020210138450,"큐티클층, 모발 부드러움, 모발 윤기 및 모발 볼륨 개선을 위한 모발용 조성물.",20211018.0,A61K8/9794,0.0,0.0,1.0,3.0
J,1078601381,1,,,,1020070028306,"단말에 대한 감사 장치, 방법 및 프로그램이 기록된기록매체",20070322.0,G06F15/00,2.0,0.0,1.0,20.0
F,6298701383,1,,,,1020080013185,전동 밀개,20080213.0,F03B17/06,0.0,0.0,1.0,5.0
J,1198601393,1,,,,1020160182802,모델링을 활용한 건축물의 풍압 해석 시스템 및 방법,20161229.0,G06F17/5004,0.0,1.0,6.0,12.0
F,1138601409,1,,,,1019960022953,파렛트의받침대로사용되는판넬과그제조방법및장치,19960621.0,B29C2791/006,0.0,0.0,1.0,0.0
F,1248601410,1,,,,1020110073643,"불소 변성 타르우레탄 도막방수재 및 그 제조 방법, 불소 변성 타르우레탄 도막방수재를 이용한 방수 시공 방법",20110725.0,C09D175/04,4.0,1.0,6.0,10.0
J,1058601417,1,,,,1020060023029,인터넷을 이용한 경방시스템,20060313.0,G06Q50/10,0.0,0.0,1.0,1.0
F,6408801425,1,,,,1020200126323,자동 위급상황 알림 기능을 갖는 보안등,20200928.0,G08B13/196,1.0,0.0,1.0,7.0
J,1208601438,1,,,,1020150050743,건강검진 시스템에서 우선검진에 종속검진 적용 방법,20150410.0,G06Q50/22,0.0,0.0,2.0,18.0
C,4578601445,1,,,,1020200085308,Tof 센서를 이용한 동물 사람 구별 시스템,20200710.0,G06V40/10,1.0,0.0,2.0,5.0
J,1168101460,1,,,,1020140146076,컨텐츠 전송 채널 최적화 시스템 및 그 방법,20141027.0,G06Q30/02,1.0,0.0,1.0,6.0
F,1278601461,1,,,,2019850003655,단열재 지지앵글,19850404.0,E04F13/0878,0.0,0.0,1.0,1.0
J,1058701475,1,,,,1020060136243,휴대단말기와의 데이터 통신 기능을 가지는 네비게이션장치 및 이의 동작방법,20061228.0,G01C21/3407,1.0,0.0,1.0,14.0
M,1288101477,1,,,,1020200053813,3차원 모델링 정보를 이용한 계통도 생성 장치 및 방법,20200506.0,G06F30/18,0.0,0.0,1.0,10.0
G,1208701492,1,,,,1020150049181,필링 패드와 고상의 화학적 필링제를 포함하는 필링 키트,20150407.0,A47K7/03,0.0,0.0,3.0,4.0
F,1098601493,1,,,,1020060137755,필름 낱장공급장치,20061229.0,B65H5/06,2.0,1.0,1.0,6.0
J,1078601495,1,,,,1020200086229,게임 테이블 및 이를 이용한 커뮤니티 핸드 베팅 게임 관리 방법,20200713.0,A63F3/00157,3.0,0.0,1.0,3.0
F,5868601510,1,,,,1020210066696,차량 임차인 고지서 발행 시스템,20210525.0,G06Q50/26,2.0,0.0,2.0,1.0
J,1108601524,1,,,,1020150028452,디지털 사이니지 장치를 이용한 서비스 제공 시스템 및 방법,20150227.0,G06Q50/10,0.0,0.0,2.0,18.0
J,2308101527,1,,,,1020170043139,Ars 제공 모바일 단말 및 모바일 단말에서의 ars 제공 방법,20170403.0,H04M1/64,1.0,0.0,1.0,8.0
G,4178101548,1,,,,1020160167837,무선 디지털 마을방송 시스템,20161209.0,H04H20/61,1.0,0.0,1.0,4.0
F,2368701569,1,,,,2020050029120,화재 시 온도 감지를 할 수 있는 자동화 댐퍼,20051012.0,A62C2/16,0.0,0.0,2.0,2.0
J,7738101572,1,,,,1020180011995,심리상담 데이터를 이용한 텍스트 내 감정 분석 시스템,20180131.0,A61B5/165,0.0,0.0,7.0,4.0
C,6728101587,1,,,,1020150043957,가상 현실 디스플레이 장치,20150330.0,G02B27/2228,0.0,0.0,1.0,6.0
F,1148701588,1,,,,1020160038279,태양 전지판 지지 장치,20160330.0,H02S20/10,0.0,0.0,1.0,1.0
J,1138601595,1,,,,1020170098251,Cctv망 연동형 비콘 신호 수집 전송 장치와 그 장치를 이용한 지능형 관제 시스템,20170802.0,H04N7/188,0.0,0.0,1.0,3.0
J,2118801604,1,,,,1020000048831,도정수율 및 미질향상을 위한 현미가수장치,20000823.0,B02B5/02,0.0,2.0,1.0,3.0
J,5688801613,1,,,,1020190147064,블록체인의 다중 서명을 기반으로 한 개인키 활용 및 복구 시스템,20191115.0,H04L9/3247,2.0,0.0,3.0,5.0
F,5038101618,1,,,,1020030040542,조립식 잔교형 부두,20030623.0,E02B3/066,0.0,0.0,1.0,2.0
F,4058701626,1,,,,1019900002806,요철무늬표면을 pvc필름으로 흡착코팅한 성형품의 제조방법 및 장치,19900305.0,,0.0,0.0,1.0,2.0
J,6178601629,1,,,,1020210097296,인공지능을 이용한 인테리어 시뮬레이션 시스템,20210723.0,G06Q50/08,0.0,0.0,1.0,5.0
F,5038101656,1,,,,1020180132103,비계가 필요없는 건물의 외장 보수 시스템 및 그 공법,20181031.0,E04G23/0296,0.0,0.0,1.0,8.0
J,5968601657,1,,,,1020000005705,캐릭터관리 시스템 및 방법,20000208.0,,0.0,0.0,1.0,10.0
F,1268601661,1,,,,1020070070983,다용도 네일링앵커,20070716.0,E02D5/805,2.0,4.0,1.0,3.0
F,6618801665,1,,,,1019900002806,요철무늬표면을 pvc필름으로 흡착코팅한 성형품의 제조방법 및 장치,19900305.0,,0.0,0.0,1.0,2.0
C,1138601683,1,,,,1020170082995,스마트 터치 테이블,20170630.0,G06F3/0416,0.0,0.0,4.0,2.0
P,1058701696,1,,,,1020160048171,목 디스크 재활 치료용 기능성 보조장치 및 그 시스템,20160420.0,A61F5/055,2.0,0.0,1.0,4.0
G,1238601702,1,,,,20130065967,액체 또는 기체의 유량 제어방법,20130610.0,F16K7/00,1.0,0.0,6.0,3.0
J,3058101712,1,,,,1020050073930,전화망을 이용한 위치정보 전송 시스템 및 방법,20050811.0,,0.0,0.0,1.0,11.0
F,5038101715,1,,,,1020180047424,관로 지장물 제거장치,20180424.0,B08B9/0497,1.0,0.0,1.0,3.0
J,1308601735,1,,,,1020200013772,기업 맞춤형 성과지표 기반의 경영 지원 방법,20200205.0,G06Q10/0639,0.0,0.0,1.0,8.0
F,6071701748,1,,,,1019900002806,요철무늬표면을 pvc필름으로 흡착코팅한 성형품의 제조방법 및 장치,19900305.0,,0.0,0.0,1.0,2.0
F,3128101759,1,,,,1020040028396,필터의 부분 재생 방식을 이용한 오염공기 정화장치,20040423.0,B01D46/69,0.0,0.0,2.0,5.0
C,6568601765,1,,,,1020200001284,안경,20200106.0,G02C5/2218,0.0,0.0,1.0,3.0
J,2208601771,1,,,,1020200046556,펌프용 임펠러의 출구부 형상 가공을 통한 성능예측방법,20200417.0,G06F30/20,0.0,0.0,4.0,4.0
F,5058101789,1,,,,20130061024,마이크로디스플레이 장치,20130529.0,G02B19/0052,0.0,0.0,1.0,10.0
F,3198701794,1,,,,1020200134486,전신주용 안전사다리,20201016.0,E06C7/48,0.0,0.0,1.0,3.0
F,4188101799,1,,,,1020090034920,히트 펌프 온수 장치 및 그 제어 방법,20090422.0,F24D17/02,0.0,0.0,3.0,7.0
F,4168101810,1,,,,1020140038480,태양광을 이용한 저전력 버스정보 안내 단말기,20140401.0,G08G1/123,0.0,0.0,4.0,1.0
J,1078701822,1,,,,1020150030768,3차원 홀로그램 디스플레이 장치,20150305.0,G03H1/268,1.0,2.0,3.0,6.0
F,6168101834,1,,,,1020210069811,쓰레기 무단투기 단속시스템 및 방법,20210531.0,G06Q50/10,4.0,0.0,2.0,2.0
F,6168101845,1,,,,2019990006158,유선방송용대역필터,19990415.0,H03H7/12,0.0,0.0,1.0,1.0
F,1198601854,1,,,,1020060131692,옹벽축조용 블록 및 이를 이용한 옹벽시공방법,20061221.0,E02D29/025,2.0,1.0,1.0,10.0
J,1148601863,1,,,,1020170101251,세척수 관리 시스템 및 세척수 관리 방법,20170809.0,C02F1/008,0.0,0.0,2.0,2.0
F,1198601865,1,,,,1020060131692,옹벽축조용 블록 및 이를 이용한 옹벽시공방법,20061221.0,E02D29/025,2.0,1.0,1.0,10.0
F,1108101891,1,,,,2019960053060,예열이 필요한 연료의 미립화장치,19961220.0,F23K5/08,0.0,0.0,1.0,3.0
J,6698601897,1,,,,1020200055222,대용량 가스 배럴의 교체 시스템,20200508.0,F17C13/084,2.0,0.0,2.0,3.0
J,6238701913,1,,,,1020200111827,통제평가관리시스템,20200902.0,G06Q10/0635,0.0,0.0,2.0,14.0
G,4108601925,1,,,,2020060029799,지그비 기반 건강 관리 시스템,20061116.0,G16H50/30,0.0,0.0,1.0,4.0
F,1228701930,1,,,,2019880022636,선반용 척chuch고정 작동기,19881231.0,B23B39/16,0.0,0.0,1.0,1.0
F,1278101931,1,,,,2019880022636,선반용 척chuch고정 작동기,19881231.0,B23B39/16,0.0,0.0,1.0,1.0
C,1238601935,1,,,,1020150065427,방탐용 불요파 제거 장치 및 휴대형 방탐용 신호 계측 장치,20150511.0,G01S3/023,2.0,1.0,1.0,10.0
G,1198601941,1,,,,1020100072208,광섬유 접속분기 모듈,20100727.0,G02B6/4452,0.0,3.0,3.0,8.0
F,1278101955,1,,,,1019940010693,컴퓨터용 원격제어장치,19940516.0,,0.0,0.0,1.0,3.0
F,5048101962,1,,,,1020190135727,전선피복 분리 및 압착 자동화장치 및 이를 이용한 전선피복 분리 및 압착방법,20191029.0,H02G1/1253,2.0,0.0,1.0,1.0
F,5158101963,1,,,,1020170159137,강도 및 방염성이 우수한 친환경 건축자재 제조방법,20171127.0,B27N3/02,3.0,0.0,1.0,4.0
J,5658601964,1,,,,1020180091716,지능형 음성 합성 장치 및 방법,20180807.0,G10L13/033,1.0,0.0,3.0,9.0
J,4428801987,1,,,,1020190102339,장애대응 에지서버 그루핑을 이용한 장애유발 클라이언트 검출 방법 및 시스템,20190821.0,H04L41/065,0.0,0.0,2.0,8.0
G,1348602003,1,,,,1020190163327,동축케이블 회전식 티닝장치,20191210.0,H01B13/227,0.0,0.0,4.0,4.0
G,7428802007,1,,,,1019990026244,단문 메시지 서비스를 휴대폰에 제공하는 인터넷 접속용 장치 및 그 방법,19990630.0,,0.0,0.0,1.0,2.0
F,1118602010,1,,,,1019970054020,강관을 이용한 어큐뮬레이터의 제조방법,19971021.0,B21D51/18,0.0,0.0,1.0,1.0
J,2208102011,1,,,,1020200076917,트리거 객체를 이용한 컨텐츠 제공 방법 및 이를 수행하는 정보 제공 장치,20200624.0,G06Q50/10,0.0,0.0,1.0,24.0
F,3198602032,1,,,,1020200059927,횡단보도 안전사고 방지 시스템,20200519.0,G08G1/07,0.0,0.0,1.0,9.0
F,5048102037,1,,,,2020050020345,투수식 우수맨홀,20050713.0,E03F1/002,0.0,0.0,1.0,2.0
F,1408102058,1,,,,2020050006055,알에프아이디칩을 내장시킨 의류용 직조라벨,20050307.0,G09F3/0335,0.0,0.0,1.0,3.0
J,2208602068,1,,,,1020130144345,선불통화 통합 자동 충전 시스템,20131126.0,G06Q20/28,0.0,0.0,1.0,4.0
F,6848602082,1,,,,2019990024442,레이저 및 마이크로파 복합전송장치,19991109.0,H04B10/112,0.0,0.0,1.0,1.0
J,8298802083,1,,,,1020200128114,가구의 세장 프레임바아 조립용 지그유니트,20201005.0,B25B11/02,1.0,0.0,1.0,3.0
P,1078602084,1,,,,1020060119941,"셀프 코칭 다이어리의 제조 방법, 그 제조 방법에 의해제작된 다이어리 및 기록매체",20061130.0,B42D11/00,0.0,0.0,2.0,13.0
J,1078702085,1,,,,1020120154820,"모바일기기, 모바일기기의 보상판매 방법 및 모바일기기의 보상판매애플리케이션을 저장하는 저장매체",20121227.0,G06Q30/0609,0.0,0.0,2.0,11.0
F,6218102092,1,,,,1020180030647,오토 레벨링이 가능한 측량용 삼각대 및 그 제어 시스템,20180316.0,G01C15/002,1.0,0.0,1.0,2.0
C,1248602095,1,,,,1020180015533,누설동축케이블 및 선로증폭기를 이용한 ip기반 무선중계시스템,20180208.0,H04B7/15507,1.0,0.0,6.0,8.0
J,2118702127,1,,,,1020200050163,인공지능 모델을 관리하는 방법 및 시스템,20200424.0,G06N20/00,0.0,0.0,4.0,13.0
F,6178102132,1,,,,1020120016621,전구형 쏘일 네일의 시공에 사용되는 인장캡 및 인장캡을 이용한 전구형 쏘일 네일 시공방법,20120217.0,E02D5/80,0.0,0.0,1.0,2.0
M,1048102142,1,,,,1020180119660,엔터테인먼트 광고서비스 제공방법,20181008.0,G06Q30/0276,2.0,0.0,1.0,0.0
J,1148602144,1,,,,1020110066320, 카메라를 이용한 스마트폰 영상 제공 시스템,20110705.0,H04W92/02,0.0,2.0,2.0,3.0
F,6178102149,1,,,,1019990047645,이동전화단말기의 화상전송방법,19991029.0,H04N7/141,0.0,0.0,1.0,2.0
M,6968802151,1,,,,1020180147330,실감형 상호작용을 이용한 교육 시스템,20181126.0,B60P3/0252,0.0,0.0,2.0,10.0
F,4018102155,1,,,,2019940038910,칸막이벽 결합구조,19941230.0,E04B2/825,0.0,0.0,1.0,1.0
F,1228602164,1,,,,2020090012035,슬라이드 타입의 립스틱 용기,20090914.0,A45D40/04,0.0,0.0,2.0,3.0
F,1278102180,1,,,,1019970054020,강관을 이용한 어큐뮬레이터의 제조방법,19971021.0,B21D51/18,0.0,0.0,1.0,1.0
F,4138802184,1,,,,1020140015141,스틸밴드를 이용한 철근콘크리트 구조물의 외부 보강시스템,20140210.0,E04B1/20,0.0,0.0,3.0,9.0
F,5131402189,1,,,,1020020086913,파일 또는 프로그램 변환방법,20021230.0,G06F9/44505,0.0,0.0,1.0,6.0
F,1368102209,1,,,,1020190040234,유진종합건설 콘크리트 구조물의 방수층,20190405.0,E04B1/644,0.0,0.0,1.0,6.0
J,2118602212,1,,,,1020020029751,디지털 방송을 이용한 광고 방법,20020529.0,H04N21/812,0.0,1.0,1.0,5.0
C,1238602295,1,,,,1020170068399,태그 시스템,20170601.0,G06K7/10029,0.0,0.0,2.0,5.0
G,1208702301,1,,,,1020120108497,조합형 블록 게이지 측정장치,20120928.0,G01B5/02,0.0,0.0,1.0,5.0
F,1228602302,1,,,,1020100010923,금속물체 표면 버핑장치,20100205.0,B24B29/00,0.0,0.0,1.0,1.0
J,4588702304,1,,,,1020190157370,"골프에 관한 콘텐츠를 추천하기 위한 방법, 디바이스 및 비일시성의 컴퓨터 판독 가능한 기록 매체",20191129.0,A63B69/36,0.0,0.0,1.0,13.0
J,8108702324,1,,,,1020210018822,기계학습 기반의 주택 매물을 추천하는 장치 및 방법,20210210.0,G06Q50/16,0.0,0.0,1.0,10.0
C,8468602325,1,,,,1020200081805,중창의 중량을 줄인 신발 및 그 제조방법,20200702.0,A43B13/42,0.0,0.0,1.0,2.0
J,6028102341,1,,,,1020170089737,마지막 알파벳 제거 알고리즘을 이용한 반도체 부품 검색 방법,20170714.0,G06F16/2425,2.0,1.0,2.0,1.0
J,3148102346,1,,,,1020010000700,온라인 학습형 음성합성 장치 및 그 방법,20010105.0,G10L13/00,0.0,3.0,1.0,5.0
I,1058102347,1,,,,1019910011664,김치피자pizza와 그 제조방법,19910710.0,,0.0,0.0,1.0,2.0
N,1068602356,1,,,,2020040018650,핸드폰 증착 미러 키패드,20040701.0,H01H13/704,0.0,0.0,1.0,2.0
F,2538602361,1,,,,2020000012321,인체관찰용 비젼시스템,20000429.0,,0.0,0.0,1.0,3.0
J,1098102371,1,,,,1020090079099,네트워크를 이용하는 프로세스의 감시를 통한 좀비 차단 시스템 및 그 방법,20090826.0,H04L63/1458,1.0,2.0,2.0,14.0
J,7448802380,1,,,,1020170009607,"도서의 이미지를 이용한 도서 데이터베이스 구축하는 방법, 이를 이용한 도서 추천 방법, 및 그 시스템.",20170120.0,G06Q50/10,0.0,1.0,1.0,3.0
J,3148602411,1,,,,1020120081432,어린이 위치정보 제공 가능한 이동통신 단말기,20120725.0,H04W88/02,0.0,4.0,2.0,17.0
F,1218602427,1,,,,1020000045136,무선호출망을 이용한 인터넷주소 전달 및 역접속방법,20000803.0,H04L65/1073,0.0,0.0,1.0,4.0
C,1138602432,1,,,,1020200088868,외부 간섭으로부터 차단된 레이저 마킹층을 포함한 레이저 라벨,20200717.0,G09F3/0297,0.0,0.0,1.0,10.0
J,3488102466,1,,,,1020200138845,클라우드 기반의 사스형 개인정보 보호 장치 및 방법,20201026.0,G06F21/6254,0.0,0.0,1.0,7.0
