사업자등록번호,조사년도,매출액,영업이익,당기순이익
2298100229,2017.0,2002179.0,143002.0,80991.0
2298100229,2018.0,2003551.0,143114.0,81040.0
3148600232,2017.0,223000.0,-66000.0,-43000.0
3148100233,2020.0,17515776.0,4301576.0,3139946.0
3148100233,2020.0,17515776.0,4301576.0,3139946.0
3148100233,2019.0,11006281.0,1660429.0,1493992.0
3148100233,2019.0,11006281.0,1660429.0,1493992.0
3148100233,2018.0,9638007.0,1995172.0,1546420.0
3148100233,2018.0,9638007.0,1995172.0,1546420.0
3148100233,2017.0,6408000.0,634000.0,403000.0
1138600236,2020.0,2445808.0,111597.0,28440.0
1138600236,2019.0,837102.0,42276.0,3743.0
1138600236,2018.0,295670.0,18511.0,14192.0
1138600236,2017.0,498798.0,30796.0,23797.0
1198600239,2020.0,468555.0,36812.0,23655.0
