대분류코드,사업자등록번호,순번,특허명칭,IPC코드내용,출원인명,출원번호,특허명,출원날짜,CPC번호,인용수,피인용수,발명자수,청구항수
J,1308601052,2,비디오 컨텐츠로부터 키워드를 추출하는 전자 장치 및 비디오 컨텐츠로부터 키워드를 추출하는 방법,G06F-040/30,주식회사 크리스피***,1020200119562,,,,0.0,0.0,0.0,0.0
J,8148101054,2,음식 메뉴 추천 서버 및 그 방법,G06Q-030/06,주식회사 미식***,1020200024383,,,,0.0,0.0,0.0,0.0
C,3148101057,2,데이터 보호 방법 ,H04L-029/08,주키프코***,1020190146813,,,,0.0,0.0,0.0,0.0
C,8548701059,2,직물원단 검단방법 및 장치 ,G06N-003/02,주식회사 에스***,1020170075857,,,,0.0,0.0,0.0,0.0
J,2228601063,2,화상디자인이 표시된 휴대용 단말기,,주식회사 작***,3020200021896,,,,0.0,0.0,0.0,0.0
J,3018601071,2,원격 감시 및 제어용 인터페이스 장치,H04N-007/18,주식회사 코아***,1020160038202,,,,0.0,0.0,0.0,0.0
J,3018601072,2,3D BIM 가상공간에서 BIM 설계 및 모니터링을 위한 사용자 뷰의 시각화 방법 및 시각화 시스템,G06F-017/50,주식회사 탑코어***,1020170041415,,,,0.0,0.0,0.0,0.0
G,3148601073,2,압전케이블을 이용한 감시 시스템 ,G08B-005/36,박**,1020160102508,,,,0.0,0.0,0.0,0.0
J,8788701076,2,대피 안내 시스템,G03H-001/22,주식회사***,1020200019751,,,,0.0,0.0,0.0,0.0
F,2248101082,2,악취탈취기,A61L-009/14,주에이스엔지***,1020210151118,,,,0.0,0.0,0.0,0.0
J,2248101083,2,식품포장용 라벨,,주식회사 디엔비***,3020190037378,,,,0.0,0.0,0.0,0.0
L,1052001084,1,상거래 정보 제공을 위한 전자 장치의 동작 방법 및 이를 지원하는 전자 장치,G06N-020/00,이**,1020210091024,,,,0.0,0.0,0.0,0.0
G,1238601089,2,무선 통신 기기용 안테나의 정재파비 측정 제어 장치 및 그 방법,H04B-017/10,주브로드텍인터***,1020200066146,,,,0.0,0.0,0.0,0.0
F,5048101090,2,수납선반,,에이원 시스템 주***,3020200030938,,,,0.0,0.0,0.0,0.0
J,2018601094,2,온라인 대량주문 방법 및 시스템 ,G06Q-010/08,주식회사 링***,1020170115680,,,,0.0,0.0,0.0,0.0
C,8598701095,2,스크랩 제거 장치,B08B-005/02,주나**,1020170119538,스크랩 제거 장치,20170918.0,B23Q11/0075,1.0,0.0,1.0,4.0
J,1138601097,2, 및  통합 기반 인프라 자동화 운영 및 트래픽 제어 시스템 및 방법,H04L-012/26,주리원***,1020160067155,,,,0.0,0.0,0.0,0.0
C,2208801099,2,포장용 박스,,주식회사 닥터***,3020210037548,,,,0.0,0.0,0.0,0.0
J,1058601100,2,선택적 발신모드로 구동되는 아웃바운드 시스템 및 그 제어 방법,H04M-003/42,주네오**,1020140117433,,,,0.0,0.0,0.0,0.0
J,2208801111,2,딥 러닝 기반 전자 신분증을 이용한 승선 관리 시스템 및 방법,G07C-009/00,주식회사 지엔***,1020200007475,,,,0.0,0.0,0.0,0.0
J,3188101112,2,통합기상검지시스템,G01W-001/02,주 정상***,1020170136630,,,,0.0,0.0,0.0,0.0
C,6218701114,2,다중 카메라 검사 장치,G03B-043/00,주티아이***,1020200060510,,,,0.0,0.0,0.0,0.0
G,1142101119,1,직물지,,주식회사 진성***,3020220034619,,,,0.0,0.0,0.0,0.0
J,2208701121,2,스마트폰 유해 차단 시스템,H04L-012/26,주 이비즈네***,1020140184741,,,,0.0,0.0,0.0,0.0
J,1138601122,2,온도를 기반으로 한 사이니지 제어 방법 및 이러한 방법을 수행하는 사이니지,G09G-003/32,주식회사 ***,1020200179935,,,,0.0,0.0,0.0,0.0
G,1050801123,1,노후 공작기계의 습동면 재생방법,B08B-005/00,주식회사 대***,1020200146378,,,,0.0,0.0,0.0,0.0
J,1208701124,2,뼈세포의 배양방법 및 조성물,C12N-005/08,주식회사 ***,1020020020235,,,,0.0,0.0,0.0,0.0
J,2048101126,2,이미지 문서의 비정형 레이아웃 인식 방법,G06K-009/00,은**,1020210041869,,,,0.0,0.0,0.0,0.0
F,5858601129,2,스트레치 라인 콤바이너,H01P-005/04,퍼스트통신 주***,1020180018112,,,,0.0,0.0,0.0,0.0
J,1148101137,2,고신뢰 문서 유통을 위한 블록체인 기술 기반 이메일 송수신 시스템,H04L-009/06,주이썸**,1020190152016,,,,0.0,0.0,0.0,0.0
J,1218601139,2,"소셜 네트워크 서비스를 위한 지도기반 사용자생성콘텐츠 개인정보단말기, 공유시스템 및 운용방법 ",G06Q-050/10,파파야 주***,1020160155273,,,,0.0,0.0,0.0,0.0
G,6168101144,2,IoT 기반 축사관리 시스템,H04L-012/58,주 케이에***,1020160014876,,,,0.0,0.0,0.0,0.0
J,7118601146,2,스트레스 과립의 조절제인 ATXN2를 제어하여 TDP43 단백질의 과잉생산을 억제하는 중추신경계질환의 예방 및 치료 조성물,A61P-025/00,디어젠 주***,1020190170484,,,,0.0,0.0,0.0,0.0
J,2138601148,2,영상 기반 열차 부정 탑승 승객 감시 시스템 및 방법,H04N-005/217,주식회사 지오***,1020170049960,,,,0.0,0.0,0.0,0.0
J,6468801150,2,전자식권 발급 및 사용 방법,G06Q-020/40,주스마트***,1020170105247,,,,0.0,0.0,0.0,0.0
J,5898601153,2, 기반의 공사관리 시스템 및 그 방법,G06Q-050/08,주에이***,1020170070516,,,,0.0,0.0,0.0,0.0
G,2208601155,2,보드게임 세트,A63F-003/00,주식회사 행복한***,1020120048663,,,,0.0,0.0,0.0,0.0
G,2068601162,2,공공 와이파이 영역에서 랜덤맥 주소에 의한 접속문제를 해결하는 서버,H04L-009/40,주식회사 ***,1020200184644,,,,0.0,0.0,0.0,0.0
C,1242501165,1,신발용 보강구,A43B-017/04,주영동**,2019960063807,신발용 보강구,19961230.0,A43B21/36,0.0,0.0,3.0,1.0
J,3938101167,2,비행 정보 통합 관리 시스템,G08G-005/04,주식회사 팔네***,1020160152911,,,,0.0,0.0,0.0,0.0
J,6768801170,2,해상 안전표지시설 및 그 설치방법,B63B-051/02,주식회사 대영엔지***,1020210140539,,,,0.0,0.0,0.0,0.0
J,2628101173,2,게임과 인터넷을 활용한 운동기구,G06F-017/00,주식회사 ***,1020000024244,,,,0.0,0.0,0.0,0.0
J,3148601192,2,무주 지붕형 건축 구조물,F16B-004/00,이*,1020160107480,,,,0.0,0.0,0.0,0.0
G,5028101193,2,소셜네트워크에서 분위기 태그와 동의어를 고려한 멀티미디어 콘텐츠 추천 방법,G06F-016/14,금오공과대학교 산학***,1020180171095,,,,0.0,0.0,0.0,0.0
C,8388801195,2,휴대기기 보호커버 및 그 제작방법,A45C-011/00,주식회사 클라***,1020140177201,,,,0.0,0.0,0.0,0.0
C,8468601196,2,방송영상 출력장비의 화질 테스트 방법 및 영상 출력 방법 ,H04H-060/32,주식회사 ***,1020170070567,,,,0.0,0.0,0.0,0.0
F,2078101202,2,바람 감지 센서,G01W-001/08,주지앤에***,1020080073991,,,,0.0,0.0,0.0,0.0
J,2118701203,2,센서 네트워크와 연결된 데이터 처리 시스템 및 문제 발생 시 데이터 처리 시스템의 데이터 처리 방법,H04L-012/911,노아에스앤씨 주***,1020190167467,,,,0.0,0.0,0.0,0.0
J,3758701204,2,화상디자인이 표시된 디스플레이 패널,,주식회사 당***,3020190004219,,,,0.0,0.0,0.0,0.0
G,1018601206,2,현악기에 있어서의 조현장치,G10D-003/14,오가다사***,1019790003012,,,,0.0,0.0,0.0,0.0
J,1148101208,2,비염치료기 본체,,주식회사 팀인터***,3020170056217,,,,0.0,0.0,0.0,0.0
J,2458801209,2,영상 기반의 유동인구 측정 시스템 및 방법,H04N-005/232,주식회사 라***,1020190064145,,,,0.0,0.0,0.0,0.0
J,3668701210,2,클라우드 기반 동영상 분산 렌더링 시스템 및 이의 오토 스케일링 방법,H04N-021/222,주비디오***,1020200183616,,,,0.0,0.0,0.0,0.0
G,5318601212,2,"스마트 드릴머신, 스마트 드릴 시스템 및 이의 제어방법",B23B-047/26,주식회사 빌딩포인트***,1020210063608,,,,0.0,0.0,0.0,0.0
J,8838601215,2,텍스트에 대한 합성 음성 생성 작업을 수행하는 방법,G10L-013/033,네오사피엔스 주***,1020200102500,,,,0.0,0.0,0.0,0.0
C,1138601216,2,가글용기용 포장상자,,주식회사 와우***,3020170026102,,,,0.0,0.0,0.0,0.0
C,3628601219,2,포장용 상자,,주커피 ***,3020190003930,,,,0.0,0.0,0.0,0.0
N,1058101224,2,시스템비계의 수직재와 수평재의 체결구,E04G-007/20,주의조**,2020120003355,,,,0.0,0.0,0.0,0.0
J,1318601225,2,물리 머신을 이용한 악성 코드 탐지 방법 및 악성 코드 탐지 시스템,G06F-021/56,주식회사 베일***,1020200095599,,,,0.0,0.0,0.0,0.0
J,2538801226,2,딥러닝 기반 영상패턴학습을 이용한 토지피복 분류 방법,B64C-039/02,주 지오***,1020190062803,,,,0.0,0.0,0.0,0.0
J,5488601227,2,버섯 재배용 환기 장치,A01G-009/24,디자인파머스 주***,1020180105227,버섯 재배용 환기 장치,20180904.0,A01G18/69,1.0,0.0,3.0,2.0
J,2208801229,2,통합 업무 관리 솔루션 시스템,G06Q-050/10,주식회사 호우***,1020190176367,,,,0.0,0.0,0.0,0.0
J,1048601234,2,핸즈프리 무전기,H04B-001/40,주포스젠정***,2020040017918,,,,0.0,0.0,0.0,0.0
C,1052001244,1,한식 발효 굴소스 및 그 제조방법,A23L-011/20,주식회사진***,1020200150201,,,,0.0,0.0,0.0,0.0
F,4028101251,2,충격완화 및 수분흡수 기능의 친환경 바닥재를 이용한 횡단보도용 바닥신호등,G08G-001/005,주식회사 세***,1020190118897,,,,0.0,0.0,0.0,0.0
J,1208601253,2,염색효율이 향상된 염색기,D06B-023/22,주아이씨엔***,1020200136458,,,,0.0,0.0,0.0,0.0
J,1148601255,2, 기반의 모듈 선택형 학습관리 시스템 및 그 학습관리 방법,G06Q-050/00,주어빌리티시***,1020090084490,,,,0.0,0.0,0.0,0.0
F,3018601256,2,맞춤 뉴스 제공 방법 및 시스템,G06F-017/00,주식회사 차세대정***,1020010007471,,,,0.0,0.0,0.0,0.0
F,3148601261,2,고객인증 및 음원저장장치 및 이를 구비하는 시스템,G06Q-010/00,동방정보통신주***,1020080135503,고객인증 및 음원저장장치 및 이를 구비하는 시스템,20081229.0,G06Q30/0281,0.0,0.0,1.0,4.0
J,5178801262,2,"사용자 디바이스 기반의 신경망 학습 데이터 가공 방법, 시스템 및 컴퓨터 프로그램",G06N-003/04,주식회사 테스***,1020210157731,,,,0.0,0.0,0.0,0.0
F,5028601267,2,중력과 탄성력을 이용한 농업용 지주 파일링 장치,A01G-017/16,주 이원***,1020150113549,,,,0.0,0.0,0.0,0.0
F,6158101268,2,이동식 야간 움직임 감지 경보시스템,G08B-013/22,주성보***,2020190001350,,,,0.0,0.0,0.0,0.0
C,1198101270,2,복수 반도체 제조 장치 제어를 위한 원격제어시스템,H04L-012/12,주식회사 이준***,1020150017981,복수 반도체 제조 장치 제어를 위한 원격제어시스템,20150205.0,H04L41/26,0.0,0.0,1.0,1.0
J,2068601274,2,랭킹 계산 방법 및 시스템,G06F-017/21,주레드***,1020110097261,,,,0.0,0.0,0.0,0.0
F,6138101276,2,공항용 안전지주,E04H-012/02,주식회사 유디***,1020180143297,,,,0.0,0.0,0.0,0.0
F,6218101277,2,마을 공지사항 안내용 디지털 무선 장치의 수신 확인 및 전파 음영 해소 방법,H04H-020/61,주대림**,1020180021157,,,,0.0,0.0,0.0,0.0
C,1348601279,2,화면의 크기가 조절되는 디스플레이장치,G09F-009/30,주에이유***,1020190157861,,,,0.0,0.0,0.0,0.0
F,5048101280,2,림 바디에 배치되는 센서부를 포함하는 차량용 스티어링 휠 및 그 제조방법 ,B62D-001/04,주대림**,1020210111550,,,,0.0,0.0,0.0,0.0
J,8808601282,2,개방형 택배 플랫폼 및 이를 이용한 택배시스템,G06Q-010/08,주피플인***,1020180071931,,,,0.0,0.0,0.0,0.0
G,4728601283,2,포장박스,,주한국다원***,3020160062171,,,,0.0,0.0,0.0,0.0
J,6728601285,2,사물인터넷을 이용한 연구실 통합 안전관리 시스템,G01N-015/02,주식회사 알***,1020200040023,,,,0.0,0.0,0.0,0.0
J,2208801291,2,위협 단위에 자동화된 케이스 생성 방법,G06F-021/55,주식회사 앰진시***,1020190124576,,,,0.0,0.0,0.0,0.0
F,1131201292,1,재사용 가능 발정기 탐지 시스템,G01P-001/02,에스티 리프로덕티브 테크놀로지스 ***,1020227028032,,,,0.0,0.0,0.0,0.0
M,2118101308,2,달러 북,B42D-015/10,주티앤아이***,1020110059912,달러북,20110621.0,B42D25/29,0.0,0.0,1.0,1.0
F,2048101315,2,다단접지구조를 갖는 접지장치,F16B-005/02,우일정보***,1020190136557,,,,0.0,0.0,0.0,0.0
J,8068701324,2,모임 장소 추천 장치 및 방법,H04W-004/02,주식회사***,1020160142967,,,,0.0,0.0,0.0,0.0
J,1148101327,2,인터렉티브한 디스플레이 장치를 이용한 방명록 서비스 제공 시스템,G06Q-050/10,주식회사 ***,1020170150924,,,,0.0,0.0,0.0,0.0
G,1138601328,2,신호 계측용 헤더,G01R-031/28,주텔러***,1020160116472,,,,0.0,0.0,0.0,0.0
J,3908701330,2,스마트 키 및 결제 기능을 포함한 결합형 이어폰 장치,H04R-001/10,주식회사 드림***,1020200046007,,,,0.0,0.0,0.0,0.0
J,5038601331,2,폴리에틸렌 코팅층이 부여된 라벨지 및 그 제조방법,G09F-003/10,주식회사 대진전산***,1020130128465,폴리에틸렌 코팅층이 부여된 라벨지 및 그 제조방법,20131028.0,G09F3/02,0.0,0.0,1.0,3.0
J,1058701335,2,엘이디 등기구,F21V-001/00,주식회사 퓨***,2020130000695,,,,0.0,0.0,0.0,0.0
G,1083101338,1,생물기반 단량체로부터 제조된 열 팽창성 미소구체,C08J-009/32,누리온 케미칼즈 인터내셔널 ***,1020227032982,,,,0.0,0.0,0.0,0.0
F,2148101341,2,버팀보용 연결부재,,주식회사 강***,3020170006216,,,,0.0,0.0,0.0,0.0
J,2208801342,2,무선단말기용 이미지 제공 시스템 및 방법,H04Q-007/20,주식회사***,1020000026777,,,,0.0,0.0,0.0,0.0
J,2208801343,2,화상디자인이 표시된 디스플레이 패널,,주식회사 유니***,3020200039285,,,,0.0,0.0,0.0,0.0
C,4598801347,2,포장용 상자,,센시 주***,3020200057687,,,,0.0,0.0,0.0,0.0
G,2100701353,1,콘택트렌즈,,주지오***,3020210019236,,,,0.0,0.0,0.0,0.0
M,2208601358,2,다중파라미터 분석 기반 인플루언서 매칭을 이용한 광고 서비스 제공 시스템,G06N-003/02,주마콘***,1020190090218,,,,0.0,0.0,0.0,0.0
F,3018101359,2,수상 경기 신호 장치 및 그 제어 방법,A63B-069/06,주식회사 아이티***,1020120084089,,,,0.0,0.0,0.0,0.0
F,4028101360,2,조명 장치,F21K-009/20,유마루***,1020190032100,,,,0.0,0.0,0.0,0.0
C,2348101368,2,열상카메라와 메가픽셀 카메라가 일체형으로 구성된 감지 카메라장치 및 이를 이용한 감지 시스템 ,H04N-005/225,주레이**,1020160149169,,,,0.0,0.0,0.0,0.0
F,2398101369,2,재난대피 방송 방법 및 시스템 ,G08B-021/10,주식회사 아이엠엔***,1020170014770,,,,0.0,0.0,0.0,0.0
M,2158101373,2,건축물 외부설치형 통신케이블 트레이 설치구조,H02G-003/38,주이가에이씨엠건축사***,1020200132063,,,,0.0,0.0,0.0,0.0
C,1078601374,2,유골분 공중 산골용 풍선장치 및 이를 이용한 유골분 산골방법,H04N-005/232,주식회사 에프***,1020160166240,,,,0.0,0.0,0.0,0.0
G,1268101376,2,투명 전광판을 이용한 컨테이너형 이동식 유닛 모듈,E04B-001/348,지스마트 주***,1020180006126,,,,0.0,0.0,0.0,0.0
C,6948701384,2,RF 소자 방열구조,H05K-007/20,유더블유***,1020160082419,,,,0.0,0.0,0.0,0.0
C,2208701395,2,포장용 라벨,,국가식품클러스터지***,3020190042771,,,,0.0,0.0,0.0,0.0
F,5048101398,2,수위 조절이 가능한 식생장치,A01G-027/04,주식회사***,1020100078081,,,,0.0,0.0,0.0,0.0
F,6058601399,2,감시카메라용 하우징,,주유씨네***,3020200014019,,,,0.0,0.0,0.0,0.0
M,2558701405,2,도파관과 동축선을 개방형 결합구조로 접속시키는 어댑터,H01P-001/32,주식회사 레이텍엔지***,1020200044209,,,,0.0,0.0,0.0,0.0
F,4028101411,2,통신용 맨홀 내부함체 및 케이블 고정방법,E02D-029/12,유한회사 유성통***,1020100072173,,,,0.0,0.0,0.0,0.0
J,5478701412,2,음성 정보로부터 변환된 텍스트의 영상 리소스 매칭을 이용한 멀티미디어 변환 콘텐츠 제작 서비스 제공 방법 및 그 장치,H04N-021/854,주식회사 웨인힐스***,1020210035632,음성 정보로부터 변환된 텍스트의 영상 리소스 매칭을 이용한 멀티미디어 변환 콘텐츠 제작 서비스 제공 방법 및 그 장치,20210319.0,H04N21/854,0.0,0.0,1.0,18.0
P,6558701413,2,양손 입력을 지원하는 VR 콘텐츠 저작 방법 및 시스템 ,G06F-003/0481,주식회사 ***,1020190052326,양손 입력을 지원하는 vr 콘텐츠 저작 방법 및 시스템,20190503.0,G06F3/017,1.0,0.0,2.0,2.0
N,8468601414,2,빅데이터를 활용한 모임 구성원 매칭 방법 및 시스템,G06Q-030/08,주식회사***,1020210022655,,,,0.0,0.0,0.0,0.0
J,5588801424,2,히트펌프 기반의 자동제어 지열 시스템 및 그 제어방법 ,F24F-005/00,버튼솔루션 주***,1020180048254,,,,0.0,0.0,0.0,0.0
J,8258101426,2,LTE 망 초기 접속 구간에서 UE 식별 파라미터의 암호화 방법,H04W-012/08,주식회사 엘앤제***,1020150164091,,,,0.0,0.0,0.0,0.0
J,4688101429,2,GPR 3D데이터로부터 관로를 찾기 위한 분석시스템,G01V-003/38,주식회사 지***,1020190175432,,,,0.0,0.0,0.0,0.0
F,1378601432,2,비상벨,,오케이통***,3020130043081,,,,0.0,0.0,0.0,0.0
C,8408801433,2,화이트 트러플 추출물을 함유하는 화장료 조성물 및 화이트 트러플 추출물의 추출방법,A61K-008/67,주비모***,1020200113868,,,,0.0,0.0,0.0,0.0
F,5988701436,2,블라인드제조장치,E06B-009/40,주식회사 비***,1020210139396,,,,0.0,0.0,0.0,0.0
C,2388101442,2,스위스 타입 머시닝 장치,B23B-013/08,주식회사***,1020210043347,,,,0.0,0.0,0.0,0.0
F,4148101444,2,인덕션 보일러용 가열장치,F24H-001/10,지오종합건설 주***,1020200019574,,,,0.0,0.0,0.0,0.0
F,4668601446,2,먼지필터용 케이스,,주에이원아***,3020100028470,,,,0.0,0.0,0.0,0.0
J,8968801450,2,"자소 단위의 낱말 분석 기반의 감성 분석 방법, 프로그램 및 시스템",G06F-040/284,주식회사 페어스***,1020200164280,,,,0.0,0.0,0.0,0.0
M,1108101451,2,미생물 동정 및 항생제 감수성 검사용 커패시턴스 바이오 센서,G01N-027/22,연세대학교 산학***,1020160103015,,,,0.0,0.0,0.0,0.0
J,2308101454,2,GIS의 직선도 자동 생성 장치 및 방법 ,G06Q-050/10,주식회사 디케***,1020200039217,,,,0.0,0.0,0.0,0.0
J,1798701465,2,물품수납함이 부설된 휴대폰 거치대,,리반 주***,3020190059945,,,,0.0,0.0,0.0,0.0
J,5028101466,2,인공지능형 태권도 품새 판독 및 교육 시스템,G06T-007/20,주나노***,1020200175485,인공지능형 태권도 품새 판독 및 교육 시스템,20201215.0,G06Q50/20,2.0,0.0,1.0,1.0
J,8168601474,2,스마트 스쿨 보안 시스템 및 방법 ,H04L-009/40,주식회사***,1020210114018,,,,0.0,0.0,0.0,0.0
F,2238101478,2,광케이블 단자함,G02B-006/46,두진통신***,1020140063514,,,,0.0,0.0,0.0,0.0
C,4138701482,2,"평탄화부재, 이를 포함하는 친환경 도비탄 방지 흡음형 방음판 및 이의 시공 방법",G10K-011/162,주식회사 정***,1020210073960,,,,0.0,0.0,0.0,0.0
J,5028101484,2,무인 비행체 비행 제어 검사 시스템 및 그 방법,G01M-099/00,신일정보***,1020190063651,,,,0.0,0.0,0.0,0.0
F,2278101485,2,IoT 융복합 재난 및 재해 방송 시스템,G10L-013/02,주로보**,1020170104933,,,,0.0,0.0,0.0,0.0
J,4188101486,2,2차사고 예방을 위한 교통안전알림장치,F21L-004/02,주식회사***,1020150116393,2차사고 예방을 위한 교통안전알림장치,20150819.0,B60Q7/00,2.0,2.0,1.0,8.0
J,5368601488,2,통신 네트워크 시스템 및 그것의 제어방법,H04L-065/40,주식회사 한국금융***,1020200131784,,,,0.0,0.0,0.0,0.0
F,8508101489,2,수로관,,주서원**,3020090045912,,,,0.0,0.0,0.0,0.0
J,2068601496,2,의료 영상 정합 장치 및 방법,A61B-008/00,스마트케어***,1020160052024,의료 영상 정합 장치 및 방법,20160428.0,G06T11/008,1.0,0.0,2.0,8.0
F,6168601505,2,이동식 배치 플랜트,B28C-009/00,주식회사에이원종***,1020080124187,,,,0.0,0.0,0.0,0.0
J,6208101506,2,다수의 조선소를 위한 강재 관리 시스템 및 강재 관리 서비스 제공방법,G06Q-010/00A0,주일주지***,1020100049392,,,,0.0,0.0,0.0,0.0
F,6151901507,1,숯부작 온풍기,F24D-005/02,가온테**,1020110013669,,,,0.0,0.0,0.0,0.0
F,8228601508,2,디지털 내공 변위계 및 이를 이용한 터널 내공 변위 측정 시스템,E21F-017/18,미래이엔씨 주***,1020190017903,,,,0.0,0.0,0.0,0.0
J,2208701519,2,광고 노출량에 기반한 게임 광고 시스템 및 방법,G06Q-030/00,주식회사 아이지에***,1020080077824,광고 노출량에 기반한 게임 광고 시스템 및 방법,20080808.0,A63F13/00,0.0,0.0,3.0,17.0
F,3128101523,2,광접속함용 접속표 고정장치,G02B-006/38,합자회사 미래통***,1020150080608,,,,0.0,0.0,0.0,0.0
G,6168601531,2,일회용 젓가락,,신*,3020140036710,,,,0.0,0.0,0.0,0.0
J,1198101533,2,광고용 표시기구,,주식회사 이트***,3020130034021,,,,0.0,0.0,0.0,0.0
F,1114001537,1,"심층 신경망 알고리즘 기반 객체 자동학습, 검증 및 배포에 의한 객체분석 정확도 향상을 위한 지능형 영상 분석 시스템",G06T-007/20,주식회사 두원전***,1020210171924,,,,0.0,0.0,0.0,0.0
J,2208801541,2,칫솔 살균 장치,A61L-002/24,주식회사***,1020200103529,,,,0.0,0.0,0.0,0.0
J,6948701543,2,프로토타이핑 디자인 툴을 이용한 서비스 생성 장치 및 방법,G06Q-030/06,런치팩 주***,1020180158939,프로토타이핑 디자인 툴을 이용한 서비스 생성 장치 및 방법,20181211.0,G06F30/00,0.0,0.0,1.0,5.0
J,2618101544,2,거래소 시스템을 통한 트랜잭션 처리 방법,G06Q-020/36,주식회사 ***,1020190052817,,,,0.0,0.0,0.0,0.0
C,5598601545,2,시트 마스크 장치,A45D-044/00,주 레***,1020200131534,,,,0.0,0.0,0.0,0.0
J,2308101547,2,리트로액티브 네트워크 검사 시스템 및 그 제공방법,H04L-012/26,엑사비스 주***,1020150110619,,,,0.0,0.0,0.0,0.0
F,5158101550,2,마을 방송 시스템 및 이를 이용한 이벤트 메시지 전송 방법,H04L-012/18,주식회사 실리콘***,1020180039930,,,,0.0,0.0,0.0,0.0
C,5498701551,2,운동화 전용 자동 세척기 ,A47L-023/28,주식회사 워시***,1020190048992,,,,0.0,0.0,0.0,0.0
F,7138701553,2,지능형 방범 영상 시스템,G08B-013/196,주식회사 비츠에***,1020200057789,지능형 방범 영상 시스템,20200514.0,G08B13/19623,1.0,0.0,2.0,5.0
C,1218101561,2,카보닐기를 갖는 알코올 용매를 이용한 플루오르화 화합물의 제조방법,C07B-059/00,주퓨**,1020180000442,,,,0.0,0.0,0.0,0.0
C,1128101564,2,의사난수코드 방식에 따른 위치인식용 측정자를 이용한위치인식 시스템,G05D-003/00,공간미***,2020050029560,,,,0.0,0.0,0.0,0.0
F,1198101566,2,투명 화분,A01G-009/02,옥성정보통신주***,1020080060390,투명 화분,20080625.0,A01G9/021,0.0,0.0,1.0,5.0
S,1050301573,1,기판처리장치 및 이의 제어방법,H01L-021/687,주식회사 ***,1020220036225,,,,0.0,0.0,0.0,0.0
C,1228101577,2,타이머 및 음 발생 기능을 구비한 장치,G10K-009/12,주아이디***,2020010027305,,,,0.0,0.0,0.0,0.0
G,2148101585,2,에어분사장치를 갖는 컨베이어형 건조시스템,F26B-013/18,주식회사 녹원씨***,1020020043836,,,,0.0,0.0,0.0,0.0
J,1378101594,2,위치기반 오픈마켓 시스템,G06Q-030/02,주식회사 유비***,1020170053246,,,,0.0,0.0,0.0,0.0
G,2208801598,2,이동 기지국 및 동작 방법,H04W-008/26,주식회사 유***,1020200122647,,,,0.0,0.0,0.0,0.0
J,1178701599,2,음향기반 자동차 비정상 징후 감지시스템 및 그 처리방법,B60W-050/14,주식회사 오씨***,1020190048910,,,,0.0,0.0,0.0,0.0
C,5258101607,2,원격 제어 자동 방송시스템,H04H-040/18,주식회사 융***,1020190113699,,,,0.0,0.0,0.0,0.0
G,4158801609,2,PDLCD 및 전압 조절장치를 활용한 홀로그램 디스플레이 시스템,G02F-001/1334,윤**,1020190020632,,,,0.0,0.0,0.0,0.0
J,5668801610,2,주차방지기,,주식회사***,3020160025671,,,,0.0,0.0,0.0,0.0
J,3308801624,2,"딥러닝 기반의 언어처리 시스템, 이의 딥러닝 기반의 언어처리 시스템 실행 방법",G06F-016/35,주식회사 ***,1020190102399,,,,0.0,0.0,0.0,0.0
J,3458601625,2,무선연결식 체력측정시스템 및 이를 이용한 체력측정방법,A61B-005/22,김**,1020200023095,무선연결식 체력측정시스템 및 이를 이용한 체력측정방법,20200225.0,A61B5/1124,0.0,0.0,2.0,5.0
J,4728601627,2,컴퓨터용 포트,,주식회사 브***,3020210006595,,,,0.0,0.0,0.0,0.0
G,6178601628,2,고주파 온열 치료 장치,A61N-001/06,주식회사 제이***,1020140045839,,,,0.0,0.0,0.0,0.0
C,1358601630,2,번인 테스트 장치의 전원공급기구에 사용되는 냉각팬 모듈,H05K-007/20,주식회사 다***,1020140072528,,,,0.0,0.0,0.0,0.0
J,2098801634,2,직물 센서를 이용한 압력 측정 장치 및 생체 활동정보 관리 시스템 ,A61B-005/11,주식회사***,1020160140875,,,,0.0,0.0,0.0,0.0
J,6398601643,2,헤드 마운트 디스플레이 장치를 통해 금융 상품 거래 수행 방법 및 시스템,G06F-003/16,주식회사 메***,1020200120915,헤드 마운트 디스플레이 장치를 통해 금융 상품 거래 수행 방법 및 시스템,20200918.0,G06Q40/04,0.0,0.0,3.0,6.0
J,2208801654,2,어플리케이션 내부검색방법 및 시스템,G06F-017/30,주식회사 모비***,1020140145188,,,,0.0,0.0,0.0,0.0
J,3148101655,2,블록체인 기반의 원전 사이버 보안 가이드라인 제공 시스템 ,G05B-023/02,주소프트***,1020190059280,블록체인 기반의 원전 사이버 보안 가이드라인 제공 시스템,20190521.0,G06F21/50,0.0,0.0,4.0,5.0
J,2648101658,2,피검체의 흉부 PA 영상의 판독을 지원하는 방법 및 이를 이용한 장치,G06K-009/32,주식회사***,1020170155988,,,,0.0,0.0,0.0,0.0
C,1198101660,2,모바일 디바이스 및 그 모바일 디바이스에서 설정 동기화 방법,G06F-016/00,주식회사 포인트***,1020180089631,,,,0.0,0.0,0.0,0.0
G,1343201663,1,숯부작 온풍기,F24D-005/02,가온테**,1020110013669,,,,0.0,0.0,0.0,0.0
F,1078701667,2,증설용 분기기,H04Q-001/30,주라인테크***,1020180053331,,,,0.0,0.0,0.0,0.0
J,1108101668,2,인터넷 사용자의 위치 정보 수집 방법 및 장치,H04L-012/26,주식회사 날리***,1020060066940,,,,0.0,0.0,0.0,0.0
