대분류코드,사업자등록번호,순번,특허명칭,IPC코드내용,출원인명,출원번호,특허명,출원날짜,CPC번호,인용수,피인용수,발명자수,청구항수
J,6168106251,2,스마트 그리드용 전력소비 스케줄 시스템 및 그 스케줄 방법,H02J-003/14,주넥스***,1020120004444,,,,0.0,0.0,0.0,0.0
F,6398806253,2,원터치 커플러,E04C-005/16,주**,1020190131296,,,,0.0,0.0,0.0,0.0
C,1050206258,1,물리적 이중화 망분리 보안이 강화된 방범  감시장치 제어방법,G06F-015/173,주식회사 중앙전***,1020120085225,,,,0.0,0.0,0.0,0.0
J,1198606264,2,센서를 이용한 체감형 피아노 시스템,G10H-001/32,주식회사 소***,1020190021384,,,,0.0,0.0,0.0,0.0
C,1298106267,2,무좀 치료기,A61N-005/067,주쉬**,1020210053673,,,,0.0,0.0,0.0,0.0
J,2068606274,2,반도체 제조 클러스터 장비용 스케줄러,H01L-021/00,주베오스***,1020090049708,,,,0.0,0.0,0.0,0.0
F,2098106276,2,차량용무선안테나부착구,,신기정보통신주***,3019950023436,,,,0.0,0.0,0.0,0.0
J,3118106289,2,다양한 OS 환경을 기반으로 하는 어플리케이션 가상화 시스템 및 방법,G06F-009/44,주식회사 새올정***,1020150129596,다양한 os 환경을 기반으로 하는 어플리케이션 가상화 시스템 및 방법,20150914.0,H04L67/327,0.0,0.0,1.0,13.0
G,3671006290,1,실시간 실내 위치추적 및 응급콜 서비스 제공 방법 및시스템,H04L-012/16,케이티파워텔 주***,1020070139019,,,,0.0,0.0,0.0,0.0
J,5618806298,2,스마트 가축 관리 시스템 및 그 방법 ,H04N-007/18,주식회사 아이***,1020200051068,,,,0.0,0.0,0.0,0.0
J,6048106300,2,블록체인 기술 기반 데이터 베이스 관리 시스템,G06F-016/27,주트러스트체인파트너스위드***,1020190162862,,,,0.0,0.0,0.0,0.0
F,6218106304,2,조명 테이블,,황**,3020130038982,,,,0.0,0.0,0.0,0.0
F,6398806306,2,신속한 이상 확인이 가능한 지중배전라인 고정장치,F16B-004/00,주건영**,1020190011828,,,,0.0,0.0,0.0,0.0
J,6728706307,2,저주파 마사지용 팔꿈치 무릎 밴드,,주식회사 미라클헬***,3020210000595,,,,0.0,0.0,0.0,0.0
J,2648106313,2,인공 지능 기반의 유전체 분석 및 의약 물질 개발 방법 및 시스템,G16B-040/00,주제이***,1020210063475,,,,0.0,0.0,0.0,0.0
J,3148606317,2,해양플랫폼의 조류정보를 기반으로 한 위치정보 예측 및 위치정보 학습을 통한 계류라인의 장력 예측 시스템,B63B-021/20,주식회사 바론***,1020200100211,,,,0.0,0.0,0.0,0.0
F,4328106318,2,스크린 및 칠판 겸용 무광택 판재의 제조방법,B43L-001/02,주식회사 에***,1020110115768,,,,0.0,0.0,0.0,0.0
J,2298106326,2,전자석을 이용한 전기 안전 다리미,D06F-075/00,씨에스정보기술 주***,1020060098982,,,,0.0,0.0,0.0,0.0
J,3378806341,2,위치 추적 장치 및 방법,G08B-025/00,주식회사 씨앤에이치커뮤니케***,1020190013718,,,,0.0,0.0,0.0,0.0
F,4158106343,2,하수관의 보수공사를 위한 배수장치,E03F-005/14,주화성**,1020190006670,,,,0.0,0.0,0.0,0.0
C,4518106344,2,"의류 자동 포장 장치, 방법 및 이를 위한 컴퓨터 프로그램 ",B65B-025/20,주식회사 온***,1020170103769,,,,0.0,0.0,0.0,0.0
C,2118806355,2,식품 진열용 용기,,주식회사 케이씨크린트***,3020150064021,,,,0.0,0.0,0.0,0.0
F,2518606356,2,연약 지반 압밀을 통한 비배토 지반 개량장치 및 이를 이용한 비배토 지반 개량 공법,E02D-003/12,지오스트 주***,1020180035437,,,,0.0,0.0,0.0,0.0
J,3148106357,2,돌망태를 이용한 해삼 양식장 및 그 시공방법,A01K-061/30,주식회사 아이***,1020200100615,,,,0.0,0.0,0.0,0.0
F,1348606363,2,포장용 페트병,,아이디어빅뱅 주***,3020100030387,,,,0.0,0.0,0.0,0.0
J,1018606364,2,무인 발권기,,주씨유앰***,3020110022248,,,,0.0,0.0,0.0,0.0
F,1768806368,2,휴대용 자동분무장치,B05B-009/08,김**,2020070004235,,,,0.0,0.0,0.0,0.0
J,5508606369,2,움직임 반응 무대 연출 시스템,G06F-003/01,주식회사 엠***,1020190107060,,,,0.0,0.0,0.0,0.0
F,1091306374,1,음료용기 캡,,건영주***,3020220002175,,,,0.0,0.0,0.0,0.0
F,2208106377,2,옹벽,E02D-029/02,주식회사 토브***,1020190069398,옹벽,20190612.0,E02D29/025,0.0,0.0,1.0,2.0
C,4208606381,2,칫솔,,케이엠***,3020180011732,,,,0.0,0.0,0.0,0.0
F,5498606383,2,다단 적층 가능한 태양전지 유닛,H01L-031/042,주식회사 세종***,1020100060864,,,,0.0,0.0,0.0,0.0
F,4098106386,2,물리적 이중화 망분리 보안이 강화된 방범  감시장치 ,G06F-015/173,엔에이치네트웍스 주***,1020120105528,,,,0.0,0.0,0.0,0.0
F,6298706392,2,커튼 월 구조의 외부 프레임에 설치되는 외부 장식재,E04B-002/96,지엔씨건설 주***,1020200103213,커튼 월 구조의 외부 프레임에 설치되는 외부 장식재,20200818.0,E04B2/96,0.0,0.0,1.0,8.0
J,2068606397,2,RFID를 이용한 세탁물 관리 방법 및 서버,G06K-017/00,주식회사 두손씨***,1020200060078,,,,0.0,0.0,0.0,0.0
M,2948706403,2,화상디자인이 표시된 정수장 계측기,,글로리엔텍 주***,3020210010763,,,,0.0,0.0,0.0,0.0
J,7468706407,2,노이즈 모델링 및 룩업을 통한 잡음 저감 방법,G10L-021/0208,주식회사 넥***,1020170142397,,,,0.0,0.0,0.0,0.0
C,1198606410,2,레이더를 이용한 다차로 촬영시스템,G08G-001/04,유에프엠시스템즈 주***,1020190044898,,,,0.0,0.0,0.0,0.0
Q,3138806412,2,화장품 용기,,엘리케이파크 주***,3020210013926,,,,0.0,0.0,0.0,0.0
J,2118706418,2,중간수식을 활용한 원가계산방법 및 이를 기록한 컴퓨터로 판독가능한 기록매체,G06Q-010/00,주식회사 아이디어정***,1020100106138,,,,0.0,0.0,0.0,0.0
F,3258606419,2,무선지령 수신방식의 공간벡터  유도전동기용속도제어장치,H02P-027/08,주에스***,1020070052533,,,,0.0,0.0,0.0,0.0
J,3058606427,2,네트워크 은닉 시스템 및 방법,H04L-012/713,주식회사 스텔스***,1020190155143,,,,0.0,0.0,0.0,0.0
J,4858606428,2,"결함 검사 장치, 시스템, 방법 및 컴퓨터 판독가능 저장 매체",G06T-007/168,주식회사 스켈***,1020180051972,,,,0.0,0.0,0.0,0.0
G,1198606431,2,수목 지지대,,신성씨앤에스 주***,3020160020317,,,,0.0,0.0,0.0,0.0
C,2048106433,2,단말의 설치 환경 유지를 위한 시스템,G06F-011/14,주식회사 오***,1020200138583,단말의 설치 환경 유지를 위한 시스템,20201023.0,G06F11/1458,1.0,0.0,2.0,5.0
F,5108106437,2,상방 밀착식 지보 구축 공법,E04G-023/04,대영건설 주***,1020130049864,상방 밀착식 지보 구축 공법,20130503.0,E04G23/04,0.0,0.0,1.0,2.0
F,6078106438,2,다양한 프로토콜을 지원하는 영상감시장치,H04N-007/18,주 네**,1020140023934,,,,0.0,0.0,0.0,0.0
J,7298706441,2,딥러닝 알고리즘 기반의 식품 영상 인식을 통한 개인 맞춤형 영양 및 질병 관리 시스템 및 방법,G16H-050/30,주식회사 아이앤아이***,1020200013763,딥러닝 알고리즘 기반의 식품 영상 인식을 통한 개인 맞춤형 영양 및 질병 관리 시스템 및 방법,20200205.0,G16H20/60,1.0,0.0,1.0,4.0
C,4010306443,1,공동주택용 전기 배선덕트,F16B-005/02,주식회사 21세기***,1020210147270,,,,0.0,0.0,0.0,0.0
F,1188106450,2,멀티미디어 문서저작 통합시스템 구현 방법,G06F-017/21,신**,1019990014606,,,,0.0,0.0,0.0,0.0
F,3608106457,2,이동식 배치 플랜트,B28C-009/00,주식회사에이원종***,1020080124187,,,,0.0,0.0,0.0,0.0
J,6148806463,2,2하이드록시 벤조티아졸의 제조방법,C07D-277/68,파마시아 코포***,1019780000414,,,,0.0,0.0,0.0,0.0
G,1048106474,2,장용성 코팅 조성물 및 제조방법,C09D-193/02,풍림무약주***,1020080053271,장용성 코팅 조성물 및 제조방법,20080605.0,A61K47/44,0.0,0.0,4.0,2.0
F,8888106492,2,구름조절부의 회수 및 재사용이 가능한 조립식 맨홀,E02D-029/12,건영건설 주***,1020080050181,,,,0.0,0.0,0.0,0.0
F,6168106496,2,프로젝트 창호 결합구조,E06B-007/22,주신성**,1020200032752,,,,0.0,0.0,0.0,0.0
J,1228106509,2,차량용 소독기,,주넥솔***,3020170031754,,,,0.0,0.0,0.0,0.0
M,2118606514,2,조리용기 보관용 케이스,,주인터**,3020180019353,,,,0.0,0.0,0.0,0.0
C,2118806515,2,체험기반 실감미디어 연출을 위한 시스템,H04N-013/359,주식회사 텐***,1020190067372,,,,0.0,0.0,0.0,0.0
F,2618106517,2,충전회로가 내장된 유 에스 비 데이터 통신 케이블,H01R-031/06,주제이에스***,2020030023485,,,,0.0,0.0,0.0,0.0
J,5028606523,2,장치들을 통합적으로 제어하기 위한 방법 및 시스템 ,H04L-012/12,주에스엘***,1020210076195,,,,0.0,0.0,0.0,0.0
F,5088106524,2,급성 염증 개선 및 면역 증진용 조성물.,A23L-033/105,서창산업주***,1020170101554,,,,0.0,0.0,0.0,0.0
F,5138106525,2,교육용 소화기,A62C-013/00,주씨엔***,1020110031820,,,,0.0,0.0,0.0,0.0
J,6528706526,2,이해관계자 사이의 전자문서 관리시스템 ,G06Q-050/30,한국통합민원센터 주***,1020160146974,,,,0.0,0.0,0.0,0.0
J,7728606527,2,신약 후보 물질 발굴을 위한 멀티오믹스 데이터 처리 장치 및 방법,G16C-020/40,주식회사 메***,1020190147236,,,,0.0,0.0,0.0,0.0
F,2178106533,2,유동 아이피주소를 갖는 감시현장시스템,H04N-007/18,시큐어밸리 주***,2020000022394,유동 아이피주소를 갖는 감시현장시스템,20000805.0,,0.0,0.0,4.0,2.0
J,4218806534,2,"기계학습에 기초한 비언어적 평가 방법, 시스템 및 컴퓨터판독가능 매체 ",G06N-099/00,주식회사 제네***,1020180089027,,,,0.0,0.0,0.0,0.0
F,6158706542,2,구조물 보수 보강용 친환경 모르타르 조성물 및 이를 이용한 구조물 보수 보강 공법,C04B-014/22,신영건**,1020190027601,구조물 보수 보강용 친환경 모르타르 조성물 및 이를 이용한 구조물 보수 보강 공법,20190311.0,C04B41/522,0.0,3.0,3.0,4.0
F,8738806545,2,욕실 및 주방 바닥 방수를 위한 보수 방법 ,E04B-001/64,주식회사 대***,1020170168416,욕실 및 주방 바닥 방수를 위한 보수 방법,20171208.0,E04G23/0288,0.0,1.0,1.0,3.0
J,2068606549,2,압력 방폭 구조용 퍼지 컨트롤러,H05K-005/02,주 코난엔지***,1020170123449,,,,0.0,0.0,0.0,0.0
C,8088806555,2,차폐기능을 가진 스크린 및 이를 적용한 스크린 도어 장치,E06B-009/17,주식회사 희***,1020200016702,,,,0.0,0.0,0.0,0.0
J,1068106556,2,안심 위치 서비스를 위한 방법 및 장치,H04L-029/06,주식회사 인***,1020190132964,,,,0.0,0.0,0.0,0.0
J,7108806559,2,열주등,F21S-008/08,주식회사***,1020200180475,,,,0.0,0.0,0.0,0.0
F,2218106563,2,"탄성 가압장치, 이를 이용한 다철근 네일체 설치 구조 및 소일네일링 공법",E02D-005/80,주식회사***,1020190043081,,,,0.0,0.0,0.0,0.0
C,1102106565,1,"작업 현장의 위험을 경고하기 위한 장치, 이를 위한 방법 및 이 방법을 수행하는 프로그램이 기록된 컴퓨터 판독 가능한 기록매체",G08B-025/14,주엠디**,1020180062482,,,,0.0,0.0,0.0,0.0
G,1148606568,2,낚시용 수중찌,,주식회사 아***,3020140048026,,,,0.0,0.0,0.0,0.0
J,1378106569,1,컨트롤러를 이용한 주유소 통합관리 시스템 및 그 방법,G06Q-020/32,주식회사 유***,1020150077628,,,,0.0,0.0,0.0,0.0
J,2418806573,2,여행 가방,,주쏘아***,3020180011267,,,,0.0,0.0,0.0,0.0
F,5068106576,2,마스킹 지그를 사용하는 증착에서 증착 대상물의 스크래치 방지 방법,C09D-121/00,주식회사 도***,1020210102833,,,,0.0,0.0,0.0,0.0
J,6598106579,2,사용자와의 상호작용이 가능한 동영상 기반 학습 콘텐츠 제공 방법 및 동영상 기반 학습 콘텐츠 제공 시스템,G06Q-050/10,주식회사 소***,1020190006076,,,,0.0,0.0,0.0,0.0
F,1098606584,2,방화 셔터 장애물 감지 및 통보 장치,E06B-009/15,주식회사 화이***,1020190133296,,,,0.0,0.0,0.0,0.0
J,2068106589,2,발송제어 규칙 추론 결과를 이용한 이메일 발송 제어 시스템,G06Q-050/32,주비즈아이***,1020120101179,,,,0.0,0.0,0.0,0.0
F,1018606591,2,"굴뚝철거용 가설 작업발판, 이 가설 작업발판 설치공법 및 굴뚝철거공법",E04G-023/08,일웅엔지니어링 주***,1020160132872,,,,0.0,0.0,0.0,0.0
G,1058706596,2,조립식 주방용품 꽂이함,,주식회사 나눔***,3020210049799,,,,0.0,0.0,0.0,0.0
G,2648106602,2,함초 클렌징 브러쉬 및 그 브러쉬 털의 제조방법,A46D-001/04,주식회사 제이앤피인터***,1020140038797,,,,0.0,0.0,0.0,0.0
F,6078106605,2,시야 각 180불꽃감지기,G01J-005/00,주식회사 명성***,1020200174072,,,,0.0,0.0,0.0,0.0
G,7278606608,2,도광판용 시트 결합체,G02B-006/00,주식회사 ***,1020140101365,,,,0.0,0.0,0.0,0.0
F,3018606609,2,거푸집 일체형 교량용 거더 및 그 제작방법 ,E01D-021/00,한우물중공업 주***,1020160029590,,,,0.0,0.0,0.0,0.0
J,1058106610,2,적재함 도어 잠금 장치 및 적재함 도어 잠금 시스템,E05B-083/10,윈텍정**,1020170005346,적재함 도어 잠금 장치 및 적재함 도어 잠금 시스템,20170112.0,E05B83/10,5.0,0.0,1.0,5.0
J,3788606613,2,태양광 패널 유닛,H02S-030/10,주레드***,1020200033847,,,,0.0,0.0,0.0,0.0
C,1268106617,2,직물지,,주식회사 ***,3020120008599,,,,0.0,0.0,0.0,0.0
J,3978706624,2,항공운송수단용 판타입 대공표지 설치장치,G01C-011/36,주식회사 일***,1020180010498,,,,0.0,0.0,0.0,0.0
C,2158606625,2,"갈락토올리고당, 또는 갈락토올리고당 및 콜라겐 트리펩타이드를 포함하는 면역기능 개선 및 피부상태 개선용 기능성 식품조성물 및 화장료 조성물",A23L-033/18,주네오***,1020200052861,,,,0.0,0.0,0.0,0.0
C,1058606627,2,기둥 설치형 간판 구조체,G09F-015/00,미르컴 주***,1020210045489,기둥 설치형 간판 구조체,20210407.0,G09F15/0012,0.0,0.0,1.0,5.0
J,1100406632,1,내오염 합성피혁 및 이의 제조방법,D06N-003/12,성**,1020160055320,내오염 합성피혁 및 이의 제조방법,20160504.0,D06N3/14,2.0,0.0,1.0,18.0
F,1283206637,1,건물에 설치되는 지진 감지 장치,G01V-001/00,주디에**,1020200185916,,,,0.0,0.0,0.0,0.0
J,1828706640,2,스마트 검진정보 제공시스템 및 그 방법,G06Q-050/10,에이치솔루션 주***,1020160066247,,,,0.0,0.0,0.0,0.0
J,2398106645,2,무인 접수봇 서버 및 이를 이용한 무인 접수 방법,G10L-015/26,주아이***,1020200043001,무인 접수봇 서버 및 이를 이용한 무인 접수 방법,20200408.0,G06Q30/0281,1.0,0.0,1.0,4.0
J,3168606646,2,IoT 기반 사회 공공 안전망 서비스 시스템 및 방법,G08B-025/00,주식회사 ***,1020210131111,,,,0.0,0.0,0.0,0.0
J,3278806647,2,텍스트 통화 서비스 제공 시스템,G10L-015/26,포인트아이 주***,1020190053620,,,,0.0,0.0,0.0,0.0
F,4128106649,2,폐수처리용 침전조,,강**,3020180013522,,,,0.0,0.0,0.0,0.0
F,5148106652,2,장경간 고하중 건물에 적합한 피씨 슬래브 및 그 시공방법,E04B-005/43,정원이***,1020120010774,,,,0.0,0.0,0.0,0.0
J,5598606655,2,인터넷 프로토콜을 이용한 웹 빌링 시스템 및 그를 위한방법,G06F-017/00,주식회사 하나***,1020010056547,,,,0.0,0.0,0.0,0.0
F,6088106656,2,멀티미디어 통합형 에이치디 방송 시스템,H04N-005/44,주식회사 서전***,1020080107231,,,,0.0,0.0,0.0,0.0
J,1148606666,2,학습 로드맵을 제공하는 시스템 및 이의 운용 방법,G06Q-050/10,주식회사 아이포트***,1020180095854,,,,0.0,0.0,0.0,0.0
G,1298606667,2,비콘을 이용한 지능형 호출 시스템,H04M-011/02,주식회사 샘물정***,1020180164626,,,,0.0,0.0,0.0,0.0
F,4188106670,2,좌식 의자,,신일테**,3020210015971,,,,0.0,0.0,0.0,0.0
J,2068106674,2,"사용자 위치 확인 방법, 그 장치 및 그 시스템",H04W-004/02,주식회사 피엘앤씨테크***,1020110118809,,,,0.0,0.0,0.0,0.0
J,2078106675,2,라이다 센서,,주식회사 에이엠오***,3020210005346,,,,0.0,0.0,0.0,0.0
J,2398606677,2,열매체 순환형 가연성물질 열화학적 전환 방법 및 시스템,C10J-003/72,주식회사 한울엔지***,1020160114367,,,,0.0,0.0,0.0,0.0
F,4038106678,2,건축물 바닥마감용 도료 조성물 및 이를 이용한 시공방법 ,C09D-163/00,주다온**,1020150156713,,,,0.0,0.0,0.0,0.0
G,5142506684,1,포장용 파우치,,주식회사 라온코퍼***,3020220040015,,,,0.0,0.0,0.0,0.0
J,1248106692,2,과수재배 현장에서 촬영된 이미지로부터 해충의 종류 및 분포를 분석하는 병해충 관리 시스템,A01G-013/00,디비비**,1020090110431,,,,0.0,0.0,0.0,0.0
F,4468606695,2,배수관로 방향표시용 스티커,,광진그린텍주***,3020100010385,,,,0.0,0.0,0.0,0.0
F,6138106697,2,경사 규준틀 측정기,G01C-015/06,주식회사 대한건설엔지***,2020010013142,,,,0.0,0.0,0.0,0.0
G,1208606701,2,반입체2.5D 스캐너와 잉크젯 프린터를 이용한 2.5D 복제기,B41J-003/44,주식회사 ***,1020190083872,,,,0.0,0.0,0.0,0.0
C,4018106704,2,그래픽사용자인터페이스가 표시된 키오스크용 조작표시기,,주식회사 코***,3020190011357,,,,0.0,0.0,0.0,0.0
J,1018606705,2,표면에너지 측정 시스템,G01N-021/21,주피엘시***,1020180132857,,,,0.0,0.0,0.0,0.0
J,1028106706,2,VOIP 프로토콜미디어 코덱 정합 시스템 및 방법,H04M-011/00,주 큰사람***,1020210015059,,,,0.0,0.0,0.0,0.0
J,2248106714,2,화물차량용 적재함 게이트,B62D-033/023,주에스엠***,2020080004262,,,,0.0,0.0,0.0,0.0
G,1238106725,2,다이얼타입 변속조작장치용 간접조명장치,F16H-059/08,에스엘 주***,1020190145671,,,,0.0,0.0,0.0,0.0
C,1048106726,2,스티커 디스펜서,,주스**,3020210046134,,,,0.0,0.0,0.0,0.0
F,1378106727,2,거푸집 수평조절구용 받침대,E04G-017/14,이**,2020060001419,,,,0.0,0.0,0.0,0.0
J,2118806728,2,가상 체험형 안전 교육 시스템,G06F-003/0482,주엠라인스***,1020200089315,,,,0.0,0.0,0.0,0.0
J,8658806731,2,비콘을 이용한 관광 안내 시스템,G06Q-030/02,주트래블***,1020150169171,,,,0.0,0.0,0.0,0.0
J,5038106735,2,광대역 무선통신과 위치정보를 이용한 심도 조절 토양수분 모니터링 장치,G06K-019/07,주유**,1020200099023,,,,0.0,0.0,0.0,0.0
G,1248606736,2,리지드 플렉시블 PCB 제조용 지그판,H05K-003/34,대영전기 주***,1020190143813,,,,0.0,0.0,0.0,0.0
C,3408806738,2,지피에스를 이용한 실시간 동영상 거래방법 및 시스템,G06Q-020/12,주아이**,1020170179194,,,,0.0,0.0,0.0,0.0
J,5668106744,2,무선원격 검침장치,,주바른기술***,3020210025143,,,,0.0,0.0,0.0,0.0
F,6018106745,2,터널 번컷 분산장약공법,F42D-001/02,우주개발 주***,1020120066906,,,,0.0,0.0,0.0,0.0
G,2208106750,2,생명위기예방 상담실 박스 시스템,G06Q-050/00,광명통신안전주***,1020150115261,,,,0.0,0.0,0.0,0.0
C,1178106753,2,약액주입 연결구,,주식회사 쟈마트***,3020200022285,,,,0.0,0.0,0.0,0.0
C,1358606761,2,"모바일 기기용 센서 단말기, 모바일 기기용 센서 단말기의 제어방법 및 모바일 기기 어플리케이션을 이용한 센서 단말기의 측정값 모니터링 방법",G08C-017/02,주식회사 네***,1020110061205,,,,0.0,0.0,0.0,0.0
G,4120106766,1,보안 감시 시스템의 물체 인식 장치 및 방법,G08B-013/194,미래텔***,1020050109915,,,,0.0,0.0,0.0,0.0
G,6052506767,1,보안 감시 시스템의 물체 인식 장치 및 방법,G08B-013/194,미래텔***,1020050109915,,,,0.0,0.0,0.0,0.0
F,8358606772,2,신체교정운동기구,,주식회사 선우***,3020140020087,,,,0.0,0.0,0.0,0.0
J,1018106777,2,겐트리 크레인 시스템의 야드 트랙터 제어장치,B66C-013/46,주오경**,1020080012914,,,,0.0,0.0,0.0,0.0
J,5658806780,2,캐릭터 인형,,주식회사 데커드에이***,3020210000489,,,,0.0,0.0,0.0,0.0
F,1078106781,2,설비 관제 시스템,G08B-013/196,주식회사 유진***,1020190005923,,,,0.0,0.0,0.0,0.0
F,6168106790,2,충격완화 및 수분흡수 기능의 친환경 바닥재를 이용한 횡단보도용 바닥신호등,G08G-001/005,주식회사 지텔***,1020190118897,,,,0.0,0.0,0.0,0.0
G,1100906794,1,AOI 자동화 시스템 및 방법,H05K-003/26,거산산업주***,1020210143299,,,,0.0,0.0,0.0,0.0
J,1728106804,2,웨어러블 디바이스,G06F-003/01,주식회사 오***,1020150113343,웨어러블 디바이스,20150811.0,G06F3/01,1.0,1.0,1.0,7.0
F,2040506805,1,재봉기용 직물 고정구,,주썬**,3020210043684,,,,0.0,0.0,0.0,0.0
F,4038106806,2,대기오염물질 제거설비 운영 시스템,G06Q-050/10,주식회사 우진***,1020210087842,,,,0.0,0.0,0.0,0.0
G,1488806812,2,"근태, 식대 및 고객 관리 방법, 근태, 식대 및 고객 관리 서버 및 근태, 식대 및 고객 관리 시스템",G06Q-010/10,주식회사 메***,1020190152599,"근태, 식대 및 고객 관리 방법, 근태, 식대 및 고객 관리 서버 및 근태, 식대 및 고객 관리 시스템",20191125.0,G06Q10/063114,0.0,0.0,1.0,13.0
J,2068606813,2,기능성 주차 감지기,E04H-006/42,주에스***,1020200119080,,,,0.0,0.0,0.0,0.0
F,5158106818,2,밀도측정용 플로터 센서,,산들정보통신주***,3020150014939,,,,0.0,0.0,0.0,0.0
J,5078606826,2,보안 위협 분석을 위한 시나리오 자동 생성 장치 및 방법,G06F-021/57,주씨**,1020170162912,보안 위협 분석을 위한 시나리오 자동 생성 장치 및 방법,20171130.0,G06F21/577,1.0,0.0,1.0,9.0
J,8448106830,2,카드혜택 통합 서비스를 제공하기 위한 시스템 및 방법,G06Q-020/32,스마트데이터 주***,1020190052716,,,,0.0,0.0,0.0,0.0
G,1061006834,1,구증구포한 티백형 약선차,A23F-003/14,주식회사 이스트***,1020220059521,,,,0.0,0.0,0.0,0.0
J,1078806835,2,인공신경망 시뮬레이터와 강화학습 제어기를 사용한 실시간 가속기 제어 시스템,G06N-003/063,주식회사 ***,1020190012232,,,,0.0,0.0,0.0,0.0
C,1238606836,2,엘이디 살균 스마트 축사 관리 시스템및 그 관리 방법,F21Y-115/10,허*,1020200110988,,,,0.0,0.0,0.0,0.0
F,6070106844,1,탄성부재용 PTFE 코팅액,C09D-127/18,이**,1020180017480,,,,0.0,0.0,0.0,0.0
G,8348806846,2,CCTV 동선 추적 장치,G03B-017/56,대신네트웍스***,1020200057445,,,,0.0,0.0,0.0,0.0
J,2108106854,2,카메라를 이용한 동전인식 계수기,G07D-009/00,주인터**,1020190145289,,,,0.0,0.0,0.0,0.0
F,3148106855,2,감시카메라 시스템,H04N-007/18,주이솔***,1020170113077,,,,0.0,0.0,0.0,0.0
F,8448106864,2,건설 현장 안전 관리 시스템,G06Q-050/08,주식회사***,1020200102219,,,,0.0,0.0,0.0,0.0
F,1358606865,2,모듈형 거푸집 장치,E04G-017/16,에스티건설 주***,1020200174280,모듈형 거푸집 장치,20201214.0,E04G23/02,1.0,0.0,8.0,13.0
C,3668806871,2,출입구 인테리어 장식용 패널,,해낸오버파워 주***,3020190019001,,,,0.0,0.0,0.0,0.0
J,6598806875,2,"통화 녹음 정보 관리방법, 이를 위한 컴퓨터 프로그램 ",G06F-016/33,주식회사 엘에***,1020200184847,,,,0.0,0.0,0.0,0.0
F,2128106876,2,팽창압력을 이용한 물돌리기용 호스 연결부재 및 이를 구비한 물돌리기 장치,F16L-037/28,주식회사 비***,1020130116310,,,,0.0,0.0,0.0,0.0
J,8128606878,2,셋탑박스,,테크니컬러 코리아 유***,3020170019319,,,,0.0,0.0,0.0,0.0
F,5048106882,2,틸팅 퀵커플러 윤활구조,E02F-003/36,유한회사 도원산***,1020210127213,,,,0.0,0.0,0.0,0.0
J,1058706884,2,가상현실영상 재생방법 및 이를 이용한 프로그램 ,H04N-021/81,클릭트 주***,1020170027851,가상현실영상 재생방법 및 이를 이용한 프로그램,20170303.0,H04N5/262,0.0,0.0,3.0,9.0
G,1208606885,2,시료 기송자 위치 검출 장치,G01N-035/10,주식회사 디케이사***,1020090025609,시료 기송자 위치 검출 장치,20090325.0,G01N35/10,1.0,1.0,1.0,5.0
J,4078606889,2,골프채 아이언 헤드 커버,,주에스에스***,3020210049443,,,,0.0,0.0,0.0,0.0
F,5043206891,1,광케이블의 배선 겸용 광단자함 고정 장치,G02B-006/46,누리정보통신 주***,1020110082694,,,,0.0,0.0,0.0,0.0
J,1058706894,2,네트워크를 이용한 스마트오피스 좌석점유 및 모니터링 시스템,G06Q-010/02,동아피**,1020180006104,,,,0.0,0.0,0.0,0.0
J,2208106897,2,광동축 혼합 전송망의 장애 분석 시스템 및 장애 분석 방법,H04B-010/077,주식회사 이센***,1020150020411,,,,0.0,0.0,0.0,0.0
F,4048106899,2,수성 에폭시 바닥제 조성물 및 이를 이용한 시공 방법,C08K-005/19,유진건설 주***,1020200129587,,,,0.0,0.0,0.0,0.0
J,1358806908,2,IoT 기반의 스마트 랩 관리 시스템,G08B-021/12,조**,1020150118929,,,,0.0,0.0,0.0,0.0
F,4378606914,2,산악용 조립식 크레인,B66C-023/36,주**,1020040042412,,,,0.0,0.0,0.0,0.0
F,3058106939,2,방범 시스템 ,G08B-003/10,주식회사 중***,1020150022435,,,,0.0,0.0,0.0,0.0
G,5755606940,1,야외용 화장실,,주식회사 ***,3020140016425,,,,0.0,0.0,0.0,0.0
M,2638106948,2,라벨,,주식회사 티오***,3020190009799,,,,0.0,0.0,0.0,0.0
J,8728606949,2,쇼케이스가 부설된 의자,,유한회사 가안인***,3020180023186,,,,0.0,0.0,0.0,0.0
F,2258106950,2,안면 인식 고객 관리 시스템 및 방법,G06K-009/46,주식회사***,1020120010319,안면 인식 고객 관리 시스템 및 방법,20120201.0,G06Q30/0207,0.0,0.0,3.0,6.0
F,4178106951,2,하천의 수질 오염을 개선할 수 있는 회전 원판 접촉식 수처리 장치,C02F-003/12,주식회사 대한엔지***,1020210095264,,,,0.0,0.0,0.0,0.0
C,1050706952,1,과냉각을 이용한 해수 아이스 슬러리 제빙 시스템,F25C-001/25,주**,1020220047293,,,,0.0,0.0,0.0,0.0
C,1078106955,2,폴리우레탄 폴리머를 이용한 수하물 처리 시설용 휠 코팅제 조성물이 코팅된수하물 처리 시설용 휠,C09D-175/04,주유창***,1020150191457,,,,0.0,0.0,0.0,0.0
G,1101806956,1,이벤트 카메라를 이용한 정적 이미지들의 생성,H04N-005/235,애플 **,1020227035688,,,,0.0,0.0,0.0,0.0
C,1198606960,2,개폐 밸브,,주식회사 ***,3020210002530,,,,0.0,0.0,0.0,0.0
