사업자등록번호,기업명,산업분류코드,산업분류코드설명,기업규모,기업형태
1240400001,에스케이***,47312.0,통신기기 소매업,중소기업,일반
1242100002,에스케이***,47312.0,통신기기 소매업,중소기업,일반
1171400003,에스케이***,47312.0,통신기기 소매업,중소기업,일반
1212000004,에스케이***,47312.0,통신기기 소매업,중소기업,일반
1274000005,네**,47312.0,통신기기 소매업,중소기업,일반
5382500007,우*,47312.0,통신기기 소매업,중소기업,일반
1100200009,대*,68000.0,부동산업,중소기업,일반
3178100014,삼우이**,42321.0,일반 통신 공사업,중소기업,일반
3178100014,(주)삼우***,42321.0,일반 통신 공사업,중소기업,일반
1140300016,에**,42412.0,"도배, 실내 장식 및 내장 목공사업",중소기업,일반
6218100018,케**,41220.0,토목시설물 건설업,중소기업,일반
6218100018,(주)***,41220.0,토목시설물 건설업,중소기업,일반
6168100020,우*,42420.0,유리 및 창호 공사업,중소기업,일반
6168100020,(주)**,42420.0,유리 및 창호 공사업,중소기업,일반
5118100021,우*,41110.0,주거용 건물 건설업,중소기업,일반
5118100021,(주)**,41110.0,주거용 건물 건설업,중소기업,일반
5118100021,(주)**,41110.0,주거용 건물 건설업,중소기업,일반
8878800022,우*,41226.0,조경 건설업,중소기업,일반
8878800022,(주)**,41226.0,조경 건설업,중소기업,일반
4268700023,우*,41111.0,단독 주택 건설업,중소기업,일반
1282200024,더페이**,46100.0,상품 중개업,중소기업,일반
2298100025,아이온커뮤니케***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,외감
2298100025,(주)아이온커뮤니케***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,외감
1168100026,엑스퍼트***,85650.0,직원훈련기관,중소기업,외감
1168100026,(주)엑스퍼트***,71531.0,경영컨설팅업,중소기업,외감
4428800028,이*,46522.0,통신·방송장비 및 부품 도매업,중소기업,일반
4428800028,(주)**,46522.0,통신·방송장비 및 부품 도매업,중소기업,일반
1208800029,비바리퍼***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,외감
1018100030,아**,70113.0,의학 및 약학 연구개발업,중소기업,등록
1018100030,아이진***,70113.0,의학 및 약학 연구개발업,중소기업,코스닥등록
1088100031,매스씨**,73200.0,전문 디자인업,중소기업,외감
1088100031,(주)매스***,73200.0,전문 디자인업,중소기업,일반
6158100033,이**,42322.0,내부 통신배선 공사업,중소기업,일반
6158100033,(주)***,42322.0,내부 통신배선 공사업,중소기업,일반
1308600034,난*,14192.0,"근무복, 작업복 및 유사의복 제조업",중소기업,외감
1308600034,(주)**,14192.0,"근무복, 작업복 및 유사의복 제조업",중소기업,외감
6088100035,우*,42200.0,건물설비 설치 공사업,중소기업,일반
6088100035,(주)**,42200.0,건물설비 설치 공사업,중소기업,일반
5068100036,씨에**,46522.0,통신·방송장비 및 부품 도매업,중소기업,일반
5068100036,(주)씨***,46522.0,통신·방송장비 및 부품 도매업,중소기업,일반
1058700037,시대고시기획시***,58113.0,일반 서적 출판업,중소기업,외감
1058700037,(주)시대고시기획시***,58113.0,일반 서적 출판업,중소기업,외감
5040700038,우*,42400.0,실내건축 및 건축마무리 공사업,중소기업,일반
5892400040,우*,41111.0,단독 주택 건설업,중소기업,일반
6172900041,우*,41111.0,단독 주택 건설업,중소기업,일반
6211700042,우*,41000.0,종합 건설업,중소기업,일반
1018600044,대학**,75992.0,"전시, 컨벤션 및 행사 대행업",중소기업,외감
1018600044,(주)대***,75992.0,"전시, 컨벤션 및 행사 대행업",중소기업,외감
1018600044,(주)대***,75992.0,"전시, 컨벤션 및 행사 대행업",중소기업,외감
1208600046,파*,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,등록
1208600046,(주)**,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,코스닥등록
1028600048,블루솔***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
1028600048,(주)블루솔***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
1351900049,대*,46539.0,기타 산업용 기계 및 장비 도매업,중소기업,일반
1048100052,대우**,41000.0,종합 건설업,중소기업,일반
1048100052,대우**,41000.0,종합 건설업,중소기업,일반
1288100053,디케이아이테크***,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,외감
1288100053,(주)디케이아이테크***,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,외감
1288100053,(주)디케이아이테크***,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,외감
1050300054,기아자**,45100.0,자동차 판매업,중소기업,일반
1050300054,기아자**,45100.0,자동차 판매업,중소기업,일반
1050500055,기아자**,45100.0,자동차 판매업,중소기업,일반
1050500055,기아자**,45100.0,자동차 판매업,중소기업,일반
8048800056,에**,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
8048800056,(주)***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
6818100057,케**,42311.0,일반전기 공사업,중소기업,일반
6818100057,(주)***,42311.0,일반전기 공사업,중소기업,일반
4168100058,엘씨**,42321.0,일반 통신 공사업,중소기업,일반
4168100058,(주)엘***,42321.0,일반 통신 공사업,중소기업,일반
1368100059,오에이**,72911.0,물질성분 검사 및 분석업,중소기업,외감
1368100059,(주)오에***,72911.0,물질성분 검사 및 분석업,중소기업,외감
6698800060,에이아***,26111.0,메모리용 전자집적회로 제조업,중소기업,일반
6698800060,(주)에이아***,26111.0,메모리용 전자집적회로 제조업,중소기업,일반
1090600062,신*,41000.0,종합 건설업,중소기업,일반
2298100063,이스트***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,등록
2298100063,(주)이스트***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,코스닥등록
1068100064,제**,58219.0,기타 게임 소프트웨어 개발 및 공급업,중소기업,일반
1068100064,제페토***,58219.0,기타 게임 소프트웨어 개발 및 공급업,중소기업,외감
1068100064,제페토***,58219.0,기타 게임 소프트웨어 개발 및 공급업,중소기업,외감
6058600065,세종텔**,42321.0,일반 통신 공사업,중소기업,일반
6058600065,(주)세종***,42321.0,일반 통신 공사업,중소기업,일반
5021400066,제이에***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
2118700067,에코**,42139.0,기타 옥외 시설물 축조관련 전문공사업,중소기업,외감
2118700067,(주)에***,42139.0,기타 옥외 시설물 축조관련 전문공사업,중소기업,외감
1280700069,신*,47911.0,전자상거래 소매 중개업,중소기업,일반
1108100070,위두커뮤니케***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
1108100070,(주)위두커뮤니케***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
1212000071,한**,47312.0,통신기기 소매업,중소기업,일반
7838500073,에스**,47300.0,가전제품 및 정보통신장비 소매업,중소기업,일반
7838500073,(주)에***,47300.0,가전제품 및 정보통신장비 소매업,중소기업,일반
4022000075,우*,42412.0,"도배, 실내 장식 및 내장 목공사업",중소기업,일반
2248100077,우*,42311.0,일반전기 공사업,중소기업,일반
2248100077,(주)**,42311.0,일반전기 공사업,중소기업,일반
2248100078,이*,42321.0,일반 통신 공사업,중소기업,일반
2248100078,(주)**,42321.0,일반 통신 공사업,중소기업,일반
1078800081,아이**,42321.0,일반 통신 공사업,중소기업,일반
1078800081,(주)아***,42321.0,일반 통신 공사업,중소기업,일반
1108600083,에이아**,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
1108600083,(주)에이***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
1358100084,부*,42320.0,통신 공사업,중소기업,일반
1358100084,(주)**,42320.0,통신 공사업,중소기업,일반
1330300085,제이**,62020.0,"컴퓨터시스템 통합 자문, 구축 및 관리업",중소기업,일반
1050300087,대*,47220.0,음료 및 담배 소매업,중소기업,일반
1050300087,대*,47220.0,음료 및 담배 소매업,중소기업,일반
1268600088,제**,46522.0,통신·방송장비 및 부품 도매업,중소기업,일반
1268600088,(주)***,46522.0,통신·방송장비 및 부품 도매업,중소기업,일반
1358100089,기**,46520.0,"가전제품, 통신장비 및 부품 도매업",중소기업,외감
1358100089,(주)***,46520.0,"가전제품, 통신장비 및 부품 도매업",중소기업,외감
1248700090,원*,61210.0,유선통신업,중소기업,일반
1248700090,(주)**,61210.0,유선통신업,중소기업,일반
2138600091,세**,26429.0,기타 무선 통신장비 제조업,중소기업,외감
2138600091,(주)***,26429.0,기타 무선 통신장비 제조업,중소기업,외감
5048500093,애니캐**,58221.0,시스템 소프트웨어 개발 및 공급업,중소기업,일반
5048500093,애니캐**,58221.0,시스템 소프트웨어 개발 및 공급업,중소기업,일반
3832400094,우*,41000.0,종합 건설업,중소기업,일반
6318100095,에이앤**,71531.0,경영컨설팅업,중소기업,외감
6318100095,(주)에이***,71531.0,경영컨설팅업,중소기업,일반
1018100096,페더럴익스프레스***,51200.0,항공 화물운송업,중소기업,외감
1018100096,페더럴익스프레스코리아***,49303.0,개별 화물자동차 운송업,중소기업,외감
6808100097,센**,58221.0,시스템 소프트웨어 개발 및 공급업,중소기업,일반
6808100097,(주)***,58221.0,시스템 소프트웨어 개발 및 공급업,중소기업,일반
4708800099,씨티**,42321.0,일반 통신 공사업,중소기업,일반
4708800099,(주)씨***,42321.0,일반 통신 공사업,중소기업,일반
1238100101,티아이***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,외감
1248100102,덕양**,42310.0,전기 공사업,중소기업,일반
4168100103,아이**,63110.0,"자료처리, 호스팅 및 관련 서비스업",중소기업,일반
4168100103,(주)아***,63110.0,"자료처리, 호스팅 및 관련 서비스업",중소기업,일반
1198100104,와이즈와***,58200.0,소프트웨어 개발 및 공급업,중소기업,외감
1248100105,제이엠**,59201.0,음악 및 기타 오디오물 출판업,중소기업,등록
1918100107,휴*,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
1918100107,(주)**,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
4120400109,미래정***,42320.0,통신 공사업,중소기업,일반
1108100110,잉글리***,46453.0,"서적, 잡지 및 기타 인쇄물 도매업",중소기업,외감
1108100110,(주)잉글리***,46453.0,"서적, 잡지 및 기타 인쇄물 도매업",중소기업,외감
1018100111,마크**,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,외감
1018100111,(주)마***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,외감
1138600112,피닉스**,58211.0,유선 온라인 게임 소프트웨어 개발 및 공급업,중소기업,외감
1138600112,(주)피닉***,58211.0,유선 온라인 게임 소프트웨어 개발 및 공급업,중소기업,외감
6218100115,디**,41000.0,종합 건설업,중소기업,일반
6218100115,디케이***,41000.0,종합 건설업,중소기업,일반
6168100116,인포마**,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
6168100116,(주)인포***,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
3148100117,에드**,26429.0,기타 무선 통신장비 제조업,중소기업,일반
3148100117,(주)에***,26429.0,기타 무선 통신장비 제조업,중소기업,일반
1208800118,큐**,18200.0,기록매체 복제업,중소기업,외감
1208800118,(주)***,18200.0,기록매체 복제업,중소기업,일반
1228100119,대성전***,42312.0,내부 전기배선 공사업,중소기업,일반
1130100121,미래**,26410.0,유선 통신장비 제조업,중소기업,일반
4081800122,금성**,47312.0,통신기기 소매업,중소기업,일반
8965300123,금성**,42321.0,일반 통신 공사업,중소기업,일반
5038100124,제이에스***,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
5038100124,(주)제이에스***,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
1098100125,솔브**,58200.0,소프트웨어 개발 및 공급업,중소기업,일반
1098100125,(주)솔***,58200.0,소프트웨어 개발 및 공급업,중소기업,일반
5138100126,가*,42130.0,시설물 축조 관련 전문공사업,중소기업,일반
5138100126,가온(**,42130.0,시설물 축조 관련 전문공사업,중소기업,일반
1078600127,다누**,26410.0,유선 통신장비 제조업,중소기업,외감
1078600127,(주)다***,26410.0,유선 통신장비 제조업,중소기업,일반
7858500129,에스**,47300.0,가전제품 및 정보통신장비 소매업,중소기업,일반
7858500129,(주)에***,47300.0,가전제품 및 정보통신장비 소매업,중소기업,일반
3038100130,우*,42132.0,콘크리트 및 철근 공사업,중소기업,일반
3038100130,(주)**,42132.0,콘크리트 및 철근 공사업,중소기업,일반
1058100131,코**,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
1058100131,(주)***,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
3678100132,로보**,29280.0,산업용 로봇 제조업,중소기업,일반
3678100132,(주)로***,29280.0,산업용 로봇 제조업,중소기업,일반
1058600133,탑손해**,66201.0,손해사정업,중소기업,외감
1058600133,탑손해사정***,66201.0,손해사정업,중소기업,외감
1228100134,아이**,42412.0,"도배, 실내 장식 및 내장 목공사업",중소기업,일반
1148600135,제이엔***,42322.0,내부 통신배선 공사업,중소기업,일반
1148600135,제이엔에스텍***,42322.0,내부 통신배선 공사업,중소기업,일반
3886100136,이*,47910.0,통신 판매업,중소기업,일반
1058500138,홍익대학교산학***,70209.0,기타 인문 및 사회과학 연구개발업,중소기업,일반
1058500138,홍익대학교산학***,70209.0,기타 인문 및 사회과학 연구개발업,중소기업,일반
1098600139,쓰리**,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,외감
1098600139,(주)쓰***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
2118700140,디스트릭트***,58200.0,소프트웨어 개발 및 공급업,중소기업,외감
2118700140,(주)디스트릭트***,58200.0,소프트웨어 개발 및 공급업,중소기업,외감
1273000144,하나**,47312.0,통신기기 소매업,중소기업,일반
1188100145,이토**,63991.0,데이터베이스 및 온라인정보 제공업,중소기업,외감
1188100145,(주)이***,63991.0,데이터베이스 및 온라인정보 제공업,중소기업,일반
1188100145,(주)이***,63991.0,데이터베이스 및 온라인정보 제공업,중소기업,일반
1208700146,세븐**,70121.0,전기ㆍ전자공학 연구 개발업,중소기업,일반
1208700146,(주)세***,70121.0,전기ㆍ전자공학 연구 개발업,중소기업,일반
1268600147,우*,41229.0,기타 토목 시설물 건설업,중소기업,일반
1078700148,아토리**,58221.0,시스템 소프트웨어 개발 및 공급업,중소기업,외감
1078700148,아토리서치***,58221.0,시스템 소프트웨어 개발 및 공급업,중소기업,일반
1148600150,플래**,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,등록
1148600150,(주)플***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,코스닥등록
1398100152,을*,29180.0,사무용 기계 및 장비 제조업,중소기업,일반
1398100152,(주)**,29180.0,사무용 기계 및 장비 제조업,중소기업,일반
2368700153,블루**,26410.0,유선 통신장비 제조업,중소기업,일반
2368700153,(주)블***,26410.0,유선 통신장비 제조업,중소기업,일반
7068100154,유**,42321.0,일반 통신 공사업,중소기업,일반
7068100154,(주)***,42321.0,일반 통신 공사업,중소기업,일반
2018100155,네오뉴**,70000.0,연구개발업,중소기업,일반
2018100155,네오뉴트라***,70000.0,연구개발업,중소기업,일반
4218600156,라온**,42202.0,건물용 기계·장비 설치 공사업,중소기업,일반
6168100157,건*,42321.0,일반 통신 공사업,중소기업,일반
6168100157,(주)**,42321.0,일반 통신 공사업,중소기업,일반
1358600158,씨엔씨엔지***,42321.0,일반 통신 공사업,중소기업,일반
1358600158,씨엔씨엔지니어링***,42321.0,일반 통신 공사업,중소기업,일반
1208700159,지**,62090.0,기타 정보기술 및 컴퓨터 운영 관련 서비스업,중소기업,일반
1208700159,(주)***,62090.0,기타 정보기술 및 컴퓨터 운영 관련 서비스업,중소기업,일반
7568600160,디**,41111.0,단독 주택 건설업,중소기업,일반
7568600160,디케이***,41111.0,단독 주택 건설업,중소기업,일반
2118800161,모*,75992.0,"전시, 컨벤션 및 행사 대행업",중소기업,일반
2118800161,(주)**,75992.0,"전시, 컨벤션 및 행사 대행업",중소기업,일반
1058500162,우리**,64100.0,은행 및 저축기관,중소기업,일반
1058500162,(주)우***,64100.0,은행 및 저축기관,중소기업,일반
5048600163,아이**,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
5048600163,(주)아***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
1262500165,(주)국보***,41000.0,종합 건설업,중소기업,일반
2148600166,토마토***,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,코넥스
2148600166,(주)토마토***,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,코넥스
1138100167,에스에프씨***,10796.0,건강보조용 액화식품 제조업,중소기업,일반
1138100167,(주)에스에프씨***,10796.0,건강보조용 액화식품 제조업,중소기업,일반
3148100168,아이엔***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,외감
3148100168,(주)아이엔***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
2218100169,신*,42321.0,일반 통신 공사업,중소기업,일반
2218100169,(주)**,42321.0,일반 통신 공사업,중소기업,일반
1348700170,해*,35114.0,태양력 발전업,중소기업,외감
1348700170,(주)**,35114.0,태양력 발전업,중소기업,외감
2118800171,클라우드네***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
2118800171,(주)클라우드네***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,외감
1058700173,디*,42412.0,"도배, 실내 장식 및 내장 목공사업",중소기업,일반
1058700173,(주)**,42412.0,"도배, 실내 장식 및 내장 목공사업",중소기업,일반
2208100175,갈렙에***,71530.0,경영 컨설팅 및 공공 관계 서비스업,중소기업,일반
2208100175,(주)갈렙에***,71530.0,경영 컨설팅 및 공공 관계 서비스업,중소기업,일반
3038100176,신화**,42322.0,내부 통신배선 공사업,중소기업,일반
3038100176,신화전자***,42322.0,내부 통신배선 공사업,중소기업,일반
1268100179,신성이**,42310.0,전기 공사업,중소기업,일반
1101100180,썬**,47910.0,통신 판매업,중소기업,일반
6208100181,이*,42322.0,내부 통신배선 공사업,중소기업,일반
6208100181,(주)**,42322.0,내부 통신배선 공사업,중소기업,일반
4188100182,부강**,41220.0,토목시설물 건설업,중소기업,일반
4188100182,(유)부***,41220.0,토목시설물 건설업,중소기업,일반
3898700184,하**,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
3898700184,(주)***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
5048100185,한아아**,46522.0,통신·방송장비 및 부품 도매업,중소기업,외감
5048100185,(주)한아***,46522.0,통신·방송장비 및 부품 도매업,중소기업,외감
1245100186,누리텔**,42320.0,통신 공사업,중소기업,일반
1118100187,밀레에델바이스***,14191.0,셔츠 및 블라우스 제조업,중소기업,외감
1118100187,(주)밀레에델바이스***,14191.0,셔츠 및 블라우스 제조업,중소기업,외감
1101100188,엘지텔**,47312.0,통신기기 소매업,중소기업,일반
1198700189,클라우드***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
1138100190,지비엠아***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
1138100190,(주)지비엠아***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
1308600191,빅트론**,26429.0,기타 무선 통신장비 제조업,중소기업,일반
1308600191,(주)빅트***,26429.0,기타 무선 통신장비 제조업,중소기업,일반
1058600192,델타텍***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
1058600192,(주)델타텍***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
8428700193,솔**,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
8428700193,(주)***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
3148100194,케이엘정***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,외감
3148100194,케이엘정보통신***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,외감
2118600195,가온**,58221.0,시스템 소프트웨어 개발 및 공급업,중소기업,외감
1058600197,다림**,21300.0,의료용품 및 기타 의약 관련제품 제조업,중소기업,일반
1058600197,(주)다***,21300.0,의료용품 및 기타 의약 관련제품 제조업,중소기업,일반
1131700199,한국방***,68110.0,부동산 임대업,중소기업,일반
3148600200,미**,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
3148600200,(주)***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
3148100201,지란지교***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,외감
3148100201,(주)지란지교***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,외감
5061800202,이건**,42420.0,유리 및 창호 공사업,중소기업,일반
8011700203,에**,41000.0,종합 건설업,중소기업,일반
1078100204,아이피**,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
1078100204,(주)아이***,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
1248100205,해**,42320.0,통신 공사업,중소기업,일반
1248100205,해피콤***,42320.0,통신 공사업,중소기업,일반
2868800206,텐*,85709.0,기타 교육 지원 서비스업,중소기업,일반
2868800206,(주)**,85709.0,기타 교육 지원 서비스업,중소기업,일반
2218100207,비엔씨**,42322.0,내부 통신배선 공사업,중소기업,일반
2218100207,(주)비엔***,42322.0,내부 통신배선 공사업,중소기업,일반
6638800208,세움**,41110.0,주거용 건물 건설업,중소기업,일반
6638800208,세움건설***,41110.0,주거용 건물 건설업,중소기업,일반
1228600209,한국코**,42322.0,내부 통신배선 공사업,중소기업,일반
1228600209,(주)한국***,42322.0,내부 통신배선 공사업,중소기업,일반
1018100211,엘케이***,42321.0,일반 통신 공사업,중소기업,외감
1018100211,엘케이테크넷***,42321.0,일반 통신 공사업,중소기업,외감
2118700212,아이유노***,73902.0,번역 및 통역서비스업,중소기업,외감
2118700212,(주)아이유노***,73902.0,번역 및 통역서비스업,중소기업,외감
3353300216,세종텔**,47312.0,통신기기 소매업,중소기업,일반
6218600217,제**,42320.0,통신 공사업,중소기업,일반
6218600217,제이몬***,42320.0,통신 공사업,중소기업,일반
6228100218,한국이***,28909.0,그 외 기타 전기장비 제조업,중소기업,일반
6228100218,한국이앤에스***,28909.0,그 외 기타 전기장비 제조업,중소기업,일반
8148800219,대한**,42202.0,건물용 기계·장비 설치 공사업,중소기업,일반
8148800219,대한공조***,42202.0,건물용 기계·장비 설치 공사업,중소기업,일반
1248700220,기*,46522.0,통신·방송장비 및 부품 도매업,중소기업,일반
1248700220,(주)**,46522.0,통신·방송장비 및 부품 도매업,중소기업,일반
4168100221,이*,41110.0,주거용 건물 건설업,중소기업,일반
4168100221,(주)**,41110.0,주거용 건물 건설업,중소기업,일반
1113800222,경*,41111.0,단독 주택 건설업,중소기업,일반
1208700223,리*,63991.0,데이터베이스 및 온라인정보 제공업,중소기업,외감
1058100224,도서출***,58113.0,일반 서적 출판업,중소기업,외감
1058100224,(주)도서출***,58113.0,일반 서적 출판업,중소기업,외감
1058100224,(주)도서출***,58113.0,일반 서적 출판업,중소기업,외감
3018100225,엔베**,42320.0,통신 공사업,중소기업,일반
3018100225,(주)엔***,42320.0,통신 공사업,중소기업,일반
3178100226,국*,42320.0,통신 공사업,중소기업,일반
3178100226,(주)**,42320.0,통신 공사업,중소기업,일반
6020500227,대림엔지***,42201.0,배관 및 냉ㆍ난방 공사업,중소기업,일반
2298100229,글**,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
2298100229,(주)***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
1283600230,우*,63991.0,데이터베이스 및 온라인정보 제공업,중소기업,일반
1198600231,우*,42412.0,"도배, 실내 장식 및 내장 목공사업",중소기업,일반
3148600232,엠이엘***,26200.0,전자부품 제조업,중소기업,일반
3148600232,(주)엠이엘***,26200.0,전자부품 제조업,중소기업,일반
3148100233,무브인터***,58200.0,소프트웨어 개발 및 공급업,중소기업,외감
3148100233,(주)무브***,58200.0,소프트웨어 개발 및 공급업,중소기업,외감
1061300234,신**,47312.0,통신기기 소매업,중소기업,일반
1358100235,아이비즈소프***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
1358100235,(주)아이비즈소프***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
1138600236,투비스**,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
1138600236,(주)투비***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
1340400237,금성정***,47310.0,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업",중소기업,일반
2151600238,금성정***,46522.0,통신·방송장비 및 부품 도매업,중소기업,일반
1198600239,시큐리***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
1198600239,(주)시큐리***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
3948700240,유사**,26421.0,방송장비 제조업,중소기업,일반
3948700240,(주)유***,26421.0,방송장비 제조업,중소기업,일반
4168100241,대*,41229.0,기타 토목 시설물 건설업,중소기업,일반
4168100241,(주)**,41229.0,기타 토목 시설물 건설업,중소기업,일반
3808100242,파이**,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
3808100242,(주)파***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
3808100242,(주)파***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
1201100243,파**,46522.0,통신·방송장비 및 부품 도매업,중소기업,일반
8138100244,아하플**,10730.0,"면류, 마카로니 및 유사식품 제조업",중소기업,외감
8138100244,아하플래닛***,10730.0,"면류, 마카로니 및 유사식품 제조업",중소기업,일반
1148700245,(주)**,46522.0,통신·방송장비 및 부품 도매업,중소기업,일반
2278100246,누**,42321.0,일반 통신 공사업,중소기업,일반
2278100246,(주)***,42321.0,일반 통신 공사업,중소기업,일반
5188600248,버추**,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
5188600248,(주)버***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
5678700249,첨*,46522.0,통신·방송장비 및 부품 도매업,중소기업,일반
5678700249,(주)**,46522.0,통신·방송장비 및 부품 도매업,중소기업,일반
1078600250,아이티사***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,외감
1078600250,아이티사이언스***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,외감
6208100251,엔엑스테크***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
6208100251,(주)엔엑스테크***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
2988100252,(주)나래앤***,42400.0,실내건축 및 건축마무리 공사업,중소기업,일반
1108100253,중앙아이***,47911.0,전자상거래 소매 중개업,중소기업,일반
1108100253,(주)중앙아이***,47911.0,전자상거래 소매 중개업,중소기업,일반
1058700254,킹**,46443.0,화장품 및 화장용품 도매업,중소기업,일반
1058700254,(주)***,46443.0,화장품 및 화장용품 도매업,중소기업,일반
3821200255,우리**,26200.0,전자부품 제조업,중소기업,일반
4028100256,나인**,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
4028100256,(주)나***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
1138600257,스튜디***,59111.0,일반 영화 및 비디오물 제작업,중소기업,일반
1138600257,스튜디오이온***,59111.0,일반 영화 및 비디오물 제작업,중소기업,일반
1578800258,자이**,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
1578800258,(주)자***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
1868600259,인정보**,42320.0,통신 공사업,중소기업,일반
1868600259,(주)인정***,42320.0,통신 공사업,중소기업,일반
5118100260,이*,41225.0,산업생산시설 종합건설업,중소기업,일반
5118100260,이레(**,41225.0,산업생산시설 종합건설업,중소기업,일반
1198600262,엔아이**,26410.0,유선 통신장비 제조업,중소기업,외감
