사업자등록번호,기업명,산업분류코드,산업분류코드설명,기업규모,기업형태
1068102027,씨**,10790.0,기타 식료품 제조업,중소기업,외감
1068102027,(주)***,10790.0,기타 식료품 제조업,중소기업,외감
1088102028,다우텔**,42320.0,통신 공사업,중소기업,일반
1088102028,(주)다우***,42320.0,통신 공사업,중소기업,일반
1098602029,레인보우***,58200.0,소프트웨어 개발 및 공급업,중소기업,일반
1098602029,(주)레인보우***,58200.0,소프트웨어 개발 및 공급업,중소기업,일반
1668702030,해내**,58221.0,시스템 소프트웨어 개발 및 공급업,중소기업,일반
1668702030,(주)해***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
2258102031,문창**,42321.0,일반 통신 공사업,중소기업,일반
2258102031,문창통신***,42321.0,일반 통신 공사업,중소기업,일반
3198602032,수한이**,42321.0,일반 통신 공사업,중소기업,일반
3198602032,(주)수한***,42321.0,일반 통신 공사업,중소기업,일반
3628802033,케어**,27199.0,그 외 기타 의료용 기기 제조업,중소기업,일반
3628802033,(주)케***,27199.0,그 외 기타 의료용 기기 제조업,중소기업,일반
4028102034,태안이**,42310.0,전기 공사업,중소기업,일반
4028102034,태안이엔지***,42310.0,전기 공사업,중소기업,일반
5028102035,드림넷***,42320.0,통신 공사업,중소기업,일반
5028102035,(주)드림넷***,42320.0,통신 공사업,중소기업,일반
5038102036,국토**,42121.0,토공사업,중소기업,일반
5038102036,(주)국***,42121.0,토공사업,중소기업,일반
5048102037,우일산***,42139.0,기타 옥외 시설물 축조관련 전문공사업,중소기업,일반
5048102037,우일산업개발***,42139.0,기타 옥외 시설물 축조관련 전문공사업,중소기업,일반
5808602038,가온**,42131.0,철골 및 관련 구조물 공사업,중소기업,일반
5808602038,(주)가***,42131.0,철골 및 관련 구조물 공사업,중소기업,일반
5828702039,레**,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
5828702039,(주)***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
6158102040,신흥**,41121.0,사무·상업용 및 공공기관용 건물 건설업,중소기업,일반
6158102040,신흥토건***,41121.0,사무·상업용 및 공공기관용 건물 건설업,중소기업,일반
6798702041,링크**,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
6798702041,(주)링***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
4168102042,동일이**,42201.0,배관 및 냉ㆍ난방 공사업,중소기업,일반
4168102042,(주)동일***,42201.0,배관 및 냉ㆍ난방 공사업,중소기업,일반
2238102043,미래정***,42322.0,내부 통신배선 공사업,중소기업,일반
2238102043,(주)미래정***,42322.0,내부 통신배선 공사업,중소기업,일반
1342002044,테릭이**,26429.0,기타 무선 통신장비 제조업,중소기업,일반
2648102045,태영아***,42321.0,일반 통신 공사업,중소기업,일반
2648102045,(주)한양시***,42311.0,일반전기 공사업,중소기업,일반
3078102046,조우이**,42321.0,일반 통신 공사업,중소기업,외감
3078102046,(주)조우***,42321.0,일반 통신 공사업,중소기업,외감
4168102047,아이앤***,42321.0,일반 통신 공사업,중소기업,일반
4168102047,아이앤피통신***,42321.0,일반 통신 공사업,중소기업,일반
6818102048,에스디종***,41229.0,기타 토목 시설물 건설업,중소기업,일반
6818102048,에스디종합건설***,41229.0,기타 토목 시설물 건설업,중소기업,일반
1078102049,재민정***,46522.0,통신·방송장비 및 부품 도매업,중소기업,일반
1078102049,(주)재민정***,46522.0,통신·방송장비 및 부품 도매업,중소기업,일반
1738802050,아이리**,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
1738802050,(주)아이***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
4708102051,이랑정***,46522.0,통신·방송장비 및 부품 도매업,중소기업,일반
4708102051,(주)이랑정***,46522.0,통신·방송장비 및 부품 도매업,중소기업,일반
4708802052,블루오션정***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
4708802052,(주)블루오션정***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
5148102053,에스씨정***,42321.0,일반 통신 공사업,중소기업,일반
5148102053,(주)에스씨정***,42321.0,일반 통신 공사업,중소기업,일반
6158102054,하람정***,42322.0,내부 통신배선 공사업,중소기업,일반
6158102054,(주)하람정***,42322.0,내부 통신배선 공사업,중소기업,일반
6168602055,벽상이**,42321.0,일반 통신 공사업,중소기업,일반
6168602055,(주)**,42321.0,일반 통신 공사업,중소기업,일반
1212202057,씨투씨**,26400.0,통신 및 방송 장비 제조업,중소기업,일반
1408102058,이룸아***,42321.0,일반 통신 공사업,중소기업,일반
1408102058,(주)이룸아***,42321.0,일반 통신 공사업,중소기업,일반
2858802059,에스엠***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
2858802059,(주)에스엠***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
1358102061,노*,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
1358102061,노츠(**,62090.0,기타 정보기술 및 컴퓨터 운영 관련 서비스업,중소기업,일반
4172602062,유로**,46522.0,통신·방송장비 및 부품 도매업,중소기업,일반
4268102063,서광아***,42321.0,일반 통신 공사업,중소기업,일반
4268102063,(주)서광아***,42321.0,일반 통신 공사업,중소기업,일반
5018102064,영신**,42129.0,기타 기반 조성 관련 전문공사업,중소기업,일반
5018102064,영신건설***,42129.0,기타 기반 조성 관련 전문공사업,중소기업,일반
6368802065,태성이**,42209.0,기타 건물 관련설비 설치 공사업,중소기업,일반
6368802065,(주)태성***,42209.0,기타 건물 관련설비 설치 공사업,중소기업,일반
8388702066,아드**,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
8388702066,(주)아***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
2078602067,씨씨알컨텐***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
2078602067,(주)씨씨알컨텐***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
2208602068,니즈텔**,61291.0,통신 재판매업,중소기업,일반
2208602068,(주)니즈***,61291.0,통신 재판매업,중소기업,일반
6171902069,파이널**,61000.0,우편 및 통신업,중소기업,일반
1088102070,동명텔**,42322.0,내부 통신배선 공사업,중소기업,일반
1088102070,(주)동명***,42322.0,내부 통신배선 공사업,중소기업,일반
1318102071,케이디***,42311.0,일반전기 공사업,중소기업,일반
1318102071,(주)케이디***,42311.0,일반전기 공사업,중소기업,일반
2078102073,홍남**,42320.0,통신 공사업,중소기업,일반
2078102073,(주)홍***,42320.0,통신 공사업,중소기업,일반
2118802074,이안소**,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
2118802074,(주)이안***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
2268102075,유선**,42321.0,일반 통신 공사업,중소기업,일반
2268102075,(주)유***,42321.0,일반 통신 공사업,중소기업,일반
3128102076,나라정***,42322.0,내부 통신배선 공사업,중소기업,일반
3128102076,(자)나라정***,42322.0,내부 통신배선 공사업,중소기업,일반
4088102077,인정보**,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
4088102077,(주)인정***,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
5028602078,은창아**,42322.0,내부 통신배선 공사업,중소기업,일반
5028602078,(주)은창***,42322.0,내부 통신배선 공사업,중소기업,일반
5158102079,유신**,42320.0,통신 공사업,중소기업,일반
5158102079,유신통신***,42320.0,통신 공사업,중소기업,일반
2338102080,아이티에스***,42320.0,통신 공사업,중소기업,일반
2338102080,(주)아이티에스***,42320.0,통신 공사업,중소기업,일반
5031802081,에이치코퍼***,13221.0,침구 및 관련제품 제조업,중소기업,일반
6848602082,가람정***,42321.0,일반 통신 공사업,중소기업,일반
6848602082,가람정보통신***,42321.0,일반 통신 공사업,중소기업,일반
8298802083,채*,58190.0,기타 인쇄물 출판업,중소기업,일반
8298802083,(주)**,58190.0,기타 인쇄물 출판업,중소기업,일반
1078602084,인**,85699.0,그 외 기타 분류 안된 교육기관,중소기업,일반
1078602084,(주)***,85699.0,그 외 기타 분류 안된 교육기관,중소기업,일반
1078702085,나**,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
1078702085,(주)***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
1218602086,엑스**,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
1218602086,(주)엑***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
1718802087,트리**,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
1718802087,(주)트***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,신설
2208802088,더리얼***,71310.0,광고 대행업,중소기업,일반
2208802088,(주)더리얼***,71310.0,광고 대행업,중소기업,일반
2208802088,(주)더리얼***,71310.0,광고 대행업,중소기업,일반
6168102090,포원정***,42320.0,통신 공사업,중소기업,외감
6168102090,포원정보통신***,42320.0,통신 공사업,중소기업,외감
6218102092,다*,41229.0,기타 토목 시설물 건설업,중소기업,일반
6218102092,(주)**,41229.0,기타 토목 시설물 건설업,중소기업,일반
1058602093,파워전***,42201.0,배관 및 냉ㆍ난방 공사업,중소기업,일반
1058602093,파워전기통신***,42201.0,배관 및 냉ㆍ난방 공사업,중소기업,일반
1238102094,에디**,26111.0,메모리용 전자집적회로 제조업,중소기업,일반
1238102094,(주)에***,26111.0,메모리용 전자집적회로 제조업,중소기업,일반
1248602095,웨**,26299.0,그 외 기타 전자부품 제조업,중소기업,일반
1248602095,(주)***,26299.0,그 외 기타 전자부품 제조업,중소기업,일반
1318102096,아이젠**,42320.0,통신 공사업,중소기업,일반
1318102096,(주)아이***,42320.0,통신 공사업,중소기업,일반
1358102097,형제파**,42322.0,내부 통신배선 공사업,중소기업,일반
1358102097,(주)형제***,42322.0,내부 통신배선 공사업,중소기업,일반
2118702098,지에**,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
2118702098,(주)지***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
3178102100,율*,42321.0,일반 통신 공사업,중소기업,일반
3178102100,(주)**,42321.0,일반 통신 공사업,중소기업,일반
5038102101,대창**,42491.0,"미장, 타일 및 방수 공사업",중소기업,일반
5038102101,(주)대***,42491.0,"미장, 타일 및 방수 공사업",중소기업,일반
5148702102,지티정***,42322.0,내부 통신배선 공사업,중소기업,일반
5148702102,지티정보통신***,42322.0,내부 통신배선 공사업,중소기업,일반
6138102103,신안종***,41121.0,사무·상업용 및 공공기관용 건물 건설업,중소기업,일반
6138102103,(주)신안종***,41121.0,사무·상업용 및 공공기관용 건물 건설업,중소기업,일반
6178102104,비노**,42320.0,통신 공사업,중소기업,일반
6178102104,(주)비***,42320.0,통신 공사업,중소기업,일반
6228102105,청운정보***,47300.0,가전제품 및 정보통신장비 소매업,중소기업,일반
6228102105,(주)청운정보***,47300.0,가전제품 및 정보통신장비 소매업,중소기업,일반
1058702107,행복**,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
1058702107,행복쇼핑***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
1108602108,옐로우캐피탈대부***,64919.0,그 외 기타 여신금융업,중소기업,외감
1948102109,찬란한***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
1948102109,(주)찬란한***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
2208102110,스포**,91199.0,그 외 기타 스포츠 서비스업,중소기업,외감
2208102110,(주)스***,91199.0,그 외 기타 스포츠 서비스업,중소기업,외감
2998102111,무*,59113.0,광고 영화 및 비디오물 제작업,중소기업,일반
2998102111,(주)**,59113.0,광고 영화 및 비디오물 제작업,중소기업,일반
3148602112,유씨**,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
3148602112,(주)유***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
3978802113,랩투**,29280.0,산업용 로봇 제조업,중소기업,일반
3978802113,(주)랩***,29280.0,산업용 로봇 제조업,중소기업,일반
5040902114,신명네***,26410.0,유선 통신장비 제조업,중소기업,일반
6178602115,우림이**,42321.0,일반 통신 공사업,중소기업,일반
6178602115,(주)우림***,42321.0,일반 통신 공사업,중소기업,일반
6678502116,(주)***,26400.0,통신 및 방송 장비 제조업,중소기업,일반
1078102117,아*,58221.0,시스템 소프트웨어 개발 및 공급업,중소기업,등록
1078102117,(주)**,58221.0,시스템 소프트웨어 개발 및 공급업,중소기업,코스닥등록
1058702118,에스엘***,58200.0,소프트웨어 개발 및 공급업,중소기업,일반
1058702118,(주)에스엘***,58200.0,소프트웨어 개발 및 공급업,중소기업,일반
5020202119,동부정***,42201.0,배관 및 냉ㆍ난방 공사업,중소기업,일반
1208602120,네오비***,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
5048102121,에이**,42322.0,내부 통신배선 공사업,중소기업,일반
5048102121,(주)에***,42322.0,내부 통신배선 공사업,중소기업,일반
1058602122,커런트***,71310.0,광고 대행업,중소기업,일반
1058602122,(주)커런트***,71310.0,광고 대행업,중소기업,일반
1238802123,리*,58200.0,소프트웨어 개발 및 공급업,중소기업,일반
1238802123,리마(**,58200.0,소프트웨어 개발 및 공급업,중소기업,일반
1308702124,에스엔제이정***,42321.0,일반 통신 공사업,중소기업,일반
1308702124,(주)에스엔제이정***,42321.0,일반 통신 공사업,중소기업,일반
1318102125,신일코**,26429.0,기타 무선 통신장비 제조업,중소기업,일반
1318102125,(주)신일***,26429.0,기타 무선 통신장비 제조업,중소기업,일반
2098102126,카이**,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
2098102126,(주)카***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
2118702127,엔**,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
2118702127,(주)***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
2328102128,서진정***,42321.0,일반 통신 공사업,중소기업,일반
2328102128,서진정보통신***,42321.0,일반 통신 공사업,중소기업,일반
4038102129,디알씨충***,41229.0,기타 토목 시설물 건설업,중소기업,일반
4038102129,(유)디알씨충***,41229.0,기타 토목 시설물 건설업,중소기업,일반
5058102130,미도정***,42320.0,통신 공사업,중소기업,일반
5058102130,(주)미도정***,42320.0,통신 공사업,중소기업,일반
5598702131,라온프**,70121.0,전기ㆍ전자공학 연구 개발업,중소기업,일반
5598702131,라온프렌즈***,70121.0,전기ㆍ전자공학 연구 개발업,중소기업,일반
6178102132,정원종***,41229.0,기타 토목 시설물 건설업,중소기업,일반
6178102132,(주)정원종***,41229.0,기타 토목 시설물 건설업,중소기업,일반
8138702133,랩*,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
8138702133,(주)**,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
8708102134,유아이네***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
8708102134,(주)유아이네***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
2068102135,포**,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
2068102135,(주)***,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
1178102136,퓨**,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
1178102136,퓨렌스***,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
1178102137,아이티**,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
1178102137,(주)아이***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
1318602138,와*,46439.0,기타 비전기식 생활용 기기 및 기구 도매업,중소기업,일반
1318602138,(주)**,47912.0,전자상거래 소매업,중소기업,일반
1358102139,일진알**,46720.0,1차 금속제품 및 금속광물 도매업,중소기업,외감
1358102139,(주)일진***,46720.0,1차 금속제품 및 금속광물 도매업,중소기업,일반
6508102140,마이플레이***,59120.0,"영화, 비디오물 및 방송 프로그램 제작 관련 서비스업",중소기업,일반
6508102140,(주)마이플레이***,59120.0,"영화, 비디오물 및 방송 프로그램 제작 관련 서비스업",중소기업,일반
6538602141,강림**,26299.0,그 외 기타 전자부품 제조업,중소기업,일반
6538602141,(주)강***,26299.0,그 외 기타 전자부품 제조업,중소기업,일반
1048102142,더**,71393.0,"광고물 문안, 도안, 설계 등 작성업",중소기업,일반
1048102142,(주)***,71393.0,"광고물 문안, 도안, 설계 등 작성업",중소기업,일반
1048102142,(주)***,71393.0,"광고물 문안, 도안, 설계 등 작성업",중소기업,일반
6018102143,에**,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
6018102143,(주)***,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
1148602144,씨앤에***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
3128102146,선영아**,46522.0,통신·방송장비 및 부품 도매업,중소기업,일반
3128102146,(주)선영***,46522.0,통신·방송장비 및 부품 도매업,중소기업,일반
3898602147,다올정***,42320.0,통신 공사업,중소기업,일반
3898602147,다올정보통신***,42320.0,통신 공사업,중소기업,일반
6168102148,제이케***,41100.0,건물 건설업,중소기업,일반
6168102148,제이케이건설***,41100.0,건물 건설업,중소기업,일반
6178102149,하나로정***,42321.0,일반 통신 공사업,중소기업,일반
6178102149,(주)하나로정***,42321.0,일반 통신 공사업,중소기업,일반
6198102150,중앙전***,42321.0,일반 통신 공사업,중소기업,일반
6198102150,중앙전기통신***,42320.0,통신 공사업,중소기업,일반
6968802151,망그**,70209.0,기타 인문 및 사회과학 연구개발업,중소기업,일반
6968802151,(주)망***,70209.0,기타 인문 및 사회과학 연구개발업,중소기업,일반
8728702152,이각**,41229.0,기타 토목 시설물 건설업,중소기업,일반
8728702152,(주)이***,41229.0,기타 토목 시설물 건설업,중소기업,일반
8838602153,마요네**,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
8838602153,(주)마요***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
1378102154,대원씨**,42420.0,유리 및 창호 공사업,중소기업,외감
1378102154,(주)대원***,42420.0,유리 및 창호 공사업,중소기업,일반
4018102155,금강종***,41121.0,사무·상업용 및 공공기관용 건물 건설업,중소기업,일반
4018102155,(유)금강종***,41121.0,사무·상업용 및 공공기관용 건물 건설업,중소기업,일반
1018602156,에이아이지어드***,66202.0,보험대리 및 중개업,중소기업,외감
1018602156,에이아이지어드바이저***,66202.0,보험대리 및 중개업,중소기업,외감
1018602156,에이아이지어드바이저***,66202.0,보험대리 및 중개업,중소기업,외감
1238102157,인트로통***,42321.0,일반 통신 공사업,중소기업,일반
1238102157,(주)인트로통***,42321.0,일반 통신 공사업,중소기업,일반
2248102158,세광정***,42320.0,통신 공사업,중소기업,일반
2248102158,세광정보통신***,42320.0,통신 공사업,중소기업,일반
3123102159,그린아**,46510.0,"컴퓨터 및 주변장치, 소프트웨어 도매업",중소기업,일반
4158102160,에이스**,41200.0,토목 건설업,중소기업,일반
4158102160,(주)에이***,41200.0,토목 건설업,중소기업,일반
5028602161,티아젠**,42321.0,일반 통신 공사업,중소기업,일반
5028602161,(주)티아***,42321.0,일반 통신 공사업,중소기업,일반
5338602162,케이에***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
5338602162,(주)케이에***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
6178602163,금양이***,42320.0,통신 공사업,중소기업,일반
6178602163,(주)금양이***,42320.0,통신 공사업,중소기업,일반
1228602164,다*,42201.0,배관 및 냉ㆍ난방 공사업,중소기업,일반
1138102165,뉴코리아전***,42320.0,통신 공사업,중소기업,일반
1138102165,뉴코리아전자통신***,42320.0,통신 공사업,중소기업,일반
1058702166,다**,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
1058702166,(주)***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
1078702167,대성아***,42322.0,내부 통신배선 공사업,중소기업,일반
1078702167,(주)대성아***,42322.0,내부 통신배선 공사업,중소기업,일반
1098102168,하비넷정***,42300.0,전기 및 통신 공사업,중소기업,일반
1098102168,하비넷정보통신***,42320.0,통신 공사업,중소기업,일반
2018102169,제스아***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
2018102169,(주)제스아***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
2118602170,드림와**,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
2118602170,(주)드림***,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
2118702171,제니스***,42412.0,"도배, 실내 장식 및 내장 목공사업",중소기업,일반
2118702171,(주)제니스***,42412.0,"도배, 실내 장식 및 내장 목공사업",중소기업,일반
2218102172,에스티에스정***,42320.0,통신 공사업,중소기업,일반
2218102172,쏠라콤***,42320.0,통신 공사업,중소기업,일반
4180702173,디지털***,42321.0,일반 통신 공사업,중소기업,일반
4518602174,블루**,66192.0,투자 자문업 및 투자 일임업,중소기업,일반
4518602174,(주)블***,66192.0,투자 자문업 및 투자 일임업,중소기업,외감
5238702175,이유토***,63100.0,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",중소기업,일반
5238702175,(주)이유토***,63100.0,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",중소기업,일반
6168102176,에이스전***,95110.0,컴퓨터 및 주변기기 수리업,중소기업,일반
6168102176,(주)에이스전***,95110.0,컴퓨터 및 주변기기 수리업,중소기업,일반
6858802177,이안에스***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
6858802177,(주)이안에스***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
8388802178,오렌지씨***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
8388802178,(주)오렌지씨***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
2108102179,명신정***,42322.0,내부 통신배선 공사업,중소기업,외감
2108102179,명신정보통신***,42321.0,일반 통신 공사업,중소기업,외감
1278102180,호*,42121.0,토공사업,중소기업,일반
2078102181,부강이**,42320.0,통신 공사업,중소기업,일반
2078102181,(주)부강***,42320.0,통신 공사업,중소기업,일반
2258102182,제이에***,42320.0,통신 공사업,중소기업,일반
2258102182,제이에스통신***,42320.0,통신 공사업,중소기업,일반
3428102183,닥**,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
3428102183,닥스콘***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
4138802184,세명종***,41111.0,단독 주택 건설업,중소기업,일반
4138802184,(주)세명종***,41111.0,단독 주택 건설업,중소기업,일반
6268702185,시너샛***,62090.0,기타 정보기술 및 컴퓨터 운영 관련 서비스업,중소기업,일반
6268702185,(주)시너샛***,62090.0,기타 정보기술 및 컴퓨터 운영 관련 서비스업,중소기업,일반
1098102186,다보이**,42320.0,통신 공사업,중소기업,일반
1098102186,(주)다보***,42320.0,통신 공사업,중소기업,일반
1058702187,동*,46410.0,"생활용 섬유제품, 의복, 의복 액세 서리 및 모피제품 도매업",중소기업,외감
1058702187,(주)**,46410.0,"생활용 섬유제품, 의복, 의복 액세 서리 및 모피제품 도매업",중소기업,외감
5038102188,동화**,41200.0,토목 건설업,중소기업,일반
5038102188,(주)동***,41200.0,토목 건설업,중소기업,일반
5131402189,신화정***,42321.0,일반 통신 공사업,중소기업,일반
8358602190,우리정***,42201.0,배관 및 냉ㆍ난방 공사업,중소기업,일반
8358602190,(주)우리정***,42201.0,배관 및 냉ㆍ난방 공사업,중소기업,일반
3488602191,마일**,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,외감
3488602191,마일로스***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
5898602192,루씨드**,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
5898602192,(주)루씨***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
1298602194,잼**,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
1298602194,잼투인***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
1968602195,신성아***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
1968602195,(주)신성아***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
2018102196,본네트**,42322.0,내부 통신배선 공사업,중소기업,일반
2018102196,(주)본네***,42322.0,내부 통신배선 공사업,중소기업,일반
2068102197,한사랑엔지***,28909.0,그 외 기타 전기장비 제조업,중소기업,일반
2068102197,한사랑엔지니어링***,28909.0,그 외 기타 전기장비 제조업,중소기업,일반
3128602198,오피**,42321.0,일반 통신 공사업,중소기업,일반
3128602198,(주)오***,62090.0,기타 정보기술 및 컴퓨터 운영 관련 서비스업,중소기업,일반
3168702199,난다소**,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
3168702199,(주)난다***,62021.0,컴퓨터시스템 통합 자문 및 구축 서비스업,중소기업,일반
4028102200,오성**,42321.0,일반 통신 공사업,중소기업,일반
4028102200,(유)오***,42321.0,일반 통신 공사업,중소기업,일반
4128102201,도원종***,41229.0,기타 토목 시설물 건설업,중소기업,일반
4128102201,(주)도원종***,41229.0,기타 토목 시설물 건설업,중소기업,일반
4548602202,글로**,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
4548602202,(주)글***,62010.0,컴퓨터 프로그래밍 서비스업,중소기업,일반
5038602204,유민아**,42321.0,일반 통신 공사업,중소기업,일반
5038602204,(주)유민***,42321.0,일반 통신 공사업,중소기업,일반
6168102205,한결이**,42320.0,통신 공사업,중소기업,일반
6168102205,(주)한결***,42320.0,통신 공사업,중소기업,일반
6208102206,가온아이***,42321.0,일반 통신 공사업,중소기업,일반
6208102206,가온아이티에스***,42321.0,일반 통신 공사업,중소기업,일반
6838802207,이누스***,42100.0,기반조성 및 시설물 축조관련 전문공사업,중소기업,일반
6838802207,(주)이누스***,42100.0,기반조성 및 시설물 축조관련 전문공사업,중소기업,일반
1368102209,유진종***,41229.0,기타 토목 시설물 건설업,중소기업,일반
1368102209,(주)유진종***,41229.0,기타 토목 시설물 건설업,중소기업,일반
6158102210,대명종***,41111.0,단독 주택 건설업,중소기업,외감
6158102210,대명종합건설***,41111.0,단독 주택 건설업,중소기업,외감
1298102211,하나정***,42320.0,통신 공사업,중소기업,일반
1298102211,하나정보기술***,42320.0,통신 공사업,중소기업,외감
2118602212,아이티**,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
2118602212,(주)아이***,58222.0,응용 소프트웨어 개발 및 공급업,중소기업,일반
1058602213,메인**,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
1058602213,(주)메***,58220.0,시스템ㆍ응용 소프트웨어 개발 및 공급업,중소기업,일반
8651202214,스튜디오오브***,15000.0,"가죽, 가방 및 신발 제조업",중소기업,일반
1058102215,에이원정***,46510.0,"컴퓨터 및 주변장치, 소프트웨어 도매업",중소기업,일반
1058102215,에이원정보기술***,46510.0,"컴퓨터 및 주변장치, 소프트웨어 도매업",중소기업,일반
6088102216,가온소**,58221.0,시스템 소프트웨어 개발 및 공급업,중소기업,일반
6088102216,가온소프트***,58221.0,시스템 소프트웨어 개발 및 공급업,중소기업,일반
1138602217,유엔아**,71600.0,기타 전문 서비스업,중소기업,일반
1138602217,(주)유엔***,71600.0,기타 전문 서비스업,중소기업,일반
1248102218,기가**,42321.0,일반 통신 공사업,중소기업,일반
1248102218,(주)기***,42321.0,일반 통신 공사업,중소기업,일반
1338102219,소네트***,68121.0,주거용 건물 개발 및 공급업,중소기업,일반
1338102219,(주)소네트***,68121.0,주거용 건물 개발 및 공급업,중소기업,일반
